# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: dm_island18b3
# Exported by: LeetPete
setting:	replacespawns 0
ttt_random_weapon	175.4577 155.7994 -480.7833	1.687 4.924 -93.029
ttt_random_weapon	-1308.1266 -470.4161 -182.7854	1.711 4.769 -92.973
ttt_random_weapon	-268.2223 -151.5698 25.2001	1.874 4.930 -92.601
ttt_random_weapon	-229.8240 -66.0936 25.2063	1.805 4.928 -92.758
ttt_random_weapon	-2355.9009 -385.1373 -448.0808	-0.411 -1.554 -92.726
ttt_random_weapon	-2389.8572 -380.0719 -448.9626	0.311 3.980 -92.604
ttt_random_weapon	175.4577 155.7994 -480.7833	1.687 4.924 -93.029
item_ammo_smg1_ttt	-1293.9237 716.9412 -481.2211	1.472 0.258 0.054
item_ammo_smg1_ttt	-1294.7791 741.1507 -481.1758	2.417 -0.137 -4.754
item_ammo_smg1_ttt	-2543.9841 -1200.8451 -460.1805	-1.001 -1.359 9.616
item_ammo_smg1_ttt	-2528.8240 -1214.1832 -462.2445	-1.098 0.759 9.693
item_ammo_smg1_ttt	-2063.4109 222.1979 -319.5948	0.015 0.038 -0.007
item_ammo_smg1_ttt	-2064.6138 181.8589 -319.4974	-0.803 0.012 -0.596
item_ammo_smg1_ttt	107.6828 -29.5924 800.5248	-0.210 0.016 -0.182
item_ammo_smg1_ttt	112.1956 -3.3503 800.4112	0.269 -0.005 0.169
item_ammo_smg1_ttt	242.8961 12.7806 42.1627	-0.136 -0.102 8.601
weapon_zm_shotgun	-1522.1785 70.1767 -319.1483	-12.718 21.307 91.255
weapon_zm_shotgun	473.0711 71.8430 32.9333	-0.385 3.359 -84.006
weapon_zm_shotgun	-1561.5198 -771.6678 8.8215	29.797 176.675 82.937
weapon_zm_shotgun	-3.2508 -50.6498 801.2645	-0.235 8.297 83.599
weapon_zm_shotgun	-59.4971 18.8166 801.2733	-0.335 8.302 84.069
weapon_zm_shotgun	920.6760 -107.6643 -275.0673	-0.834 10.166 92.122
weapon_zm_shotgun	-1891.5302 1209.8473 -489.6656	-2.484 17.494 87.894
weapon_ttt_m16	485.4856 951.0511 -158.5431	0.101 -5.857 -80.898
weapon_ttt_m16	-1965.6189 948.0262 -53.5711	-20.828 5.498 -86.978
weapon_ttt_m16	-736.2218 -1371.6735 -331.6976	2.099 -8.320 84.233
weapon_ttt_m16	-2447.6340 1294.9150 -404.1648	-2.027 8.758 -89.079
weapon_ttt_m16	193.8870 1022.3679 -186.5852	-3.689 -19.413 -79.744
weapon_ttt_m16	-2298.2078 948.1579 -274.5531	0.353 -7.088 84.831
weapon_zm_molotov	-2469.7048 1534.7766 -473.7801	81.751 -30.870 -137.408
weapon_zm_molotov	-2489.4092 1536.5740 -474.9650	14.743 -11.024 -97.936
weapon_zm_molotov	-2484.5171 1521.0374 -473.1817	11.701 -10.454 -97.263
weapon_zm_molotov	-2048.8022 48.4952 -315.4423	3.517 -0.116 -3.633
item_box_buckshot_ttt	-1454.8662 956.7070 -79.5947	-0.080 -0.085 -0.045
item_box_buckshot_ttt	-1274.8638 1351.5979 -313.5420	-58.578 15.981 179.629
item_box_buckshot_ttt	-1495.6233 54.2414 -318.5928	-0.776 -0.315 5.040
item_box_buckshot_ttt	-1512.7228 56.0690 -320.6123	-10.112 0.142 8.290
item_box_buckshot_ttt	588.2734 38.2300 32.4101	-0.805 -0.006 0.715
item_box_buckshot_ttt	564.5852 31.8804 32.4494	-0.496 -0.007 0.441
item_box_buckshot_ttt	10.5476 -84.5534 800.4178	-0.747 -0.006 0.663
item_box_buckshot_ttt	-2.3426 -77.8180 800.4153	-0.837 -0.016 0.670
item_box_buckshot_ttt	-55.0687 -2.9334 800.3945	-0.034 -0.018 -0.124
item_box_buckshot_ttt	-39.6282 1.9693 800.3994	-0.017 -0.054 -0.008
item_box_buckshot_ttt	-1912.5959 1208.9119 -489.3293	84.483 4.748 47.305
item_box_buckshot_ttt	-1915.8324 1201.9851 -489.2723	-3.411 1.408 89.526
weapon_zm_sledge	-943.1685 323.8457 67.9650	-0.348 -10.737 -135.483
weapon_zm_sledge	-1389.2609 -619.6125 -315.6177	18.446 1.797 2.054
weapon_zm_sledge	-898.5948 -1060.1066 -458.9779	23.042 2.755 8.531
weapon_ttt_glock	-698.7776 -1364.7058 -332.3414	-0.971 26.377 92.103
weapon_ttt_glock	-351.9703 1686.6727 66.9029	-10.439 -36.403 -103.938
weapon_ttt_glock	-1980.0018 1677.0732 -482.7693	29.863 0.363 6.925
weapon_ttt_glock	-2044.9871 1688.2472 -486.8929	30.765 5.499 3.748
weapon_ttt_glock	-1509.8041 102.9291 -314.6459	-4.161 26.054 94.701
weapon_ttt_glock	-2210.6296 162.1171 -447.6153	-1.079 26.618 90.687
weapon_ttt_glock	-1579.4418 -779.4716 -317.1178	22.876 72.350 46.191
weapon_ttt_glock	-14.8859 54.3950 32.5046	-1.145 32.608 91.825
weapon_ttt_glock	-65.9708 62.1419 800.4909	-1.148 26.634 92.373
weapon_ttt_glock	-1110.9847 884.3815 -63.4700	-0.838 26.423 91.636
weapon_ttt_glock	284.7967 1786.7529 0.8771	8.078 -33.954 -100.207
weapon_ttt_glock	-2334.1812 -1371.3773 -471.9352	-7.737 27.227 91.982
weapon_ttt_glock	-1799.1411 777.0795 -239.4849	-0.935 26.400 91.976
ttt_random_ammo	-258.9844 -117.3318 24.4403	1.091 -0.028 -1.315
ttt_random_ammo	-249.4016 -108.5107 24.3917	0.610 -0.005 -0.688
ttt_random_ammo	-239.8347 -104.9361 24.3175	0.047 -0.000 0.035
ttt_random_ammo	-241.6664 -93.0237 24.3575	0.060 -0.000 -0.001
ttt_random_ammo	183.3647 173.7908 -481.6696	0.046 0.000 -0.029
ttt_random_ammo	196.8555 168.1506 -481.5531	-1.596 0.043 -1.940
ttt_random_ammo	-258.9844 -117.3318 24.4403	1.091 -0.028 -1.315
ttt_random_ammo	-249.4016 -108.5107 24.3917	0.610 -0.005 -0.688
ttt_random_ammo	-239.8347 -104.9361 24.3175	0.047 -0.000 0.035
ttt_random_ammo	-241.6664 -93.0237 24.3575	0.060 -0.000 -0.001
ttt_random_ammo	183.3647 173.7908 -481.6696	0.046 0.000 -0.029
ttt_random_ammo	196.8555 168.1506 -481.5531	-1.596 0.043 -1.940
weapon_zm_mac10	-2048.5696 1107.1449 -239.1543	-0.521 15.008 87.814
weapon_zm_mac10	-2038.1725 222.0196 -318.7390	-0.166 -37.542 -88.550
weapon_zm_mac10	128.6247 1.3444 801.2653	-0.081 -37.567 -88.538
weapon_zm_mac10	-2547.7200 -1247.1970 -467.8891	-6.969 38.206 94.202
weapon_zm_mac10	245.8104 55.5505 46.8504	7.346 -40.910 -94.954
weapon_zm_mac10	-1286.0112 735.7285 -481.0657	1.443 2.172 87.257
item_ammo_357_ttt	-66.9270 1511.3512 86.4278	-4.584 2.370 -3.784
item_ammo_357_ttt	878.3480 -114.8842 -273.1576	-4.712 -1.990 86.147
item_ammo_357_ttt	888.2531 -100.4184 -273.4311	-5.179 -7.330 86.614
item_ammo_357_ttt	-1256.7358 821.7754 72.3136	0.583 0.133 0.202
item_ammo_357_ttt	-61.3866 1522.4342 86.2463	-4.457 -0.094 -3.578
item_ammo_357_ttt	177.4861 130.5443 800.4232	0.512 -0.507 0.051
item_ammo_357_ttt	-1513.8492 -670.3619 -183.6738	0.450 0.070 0.057
item_ammo_357_ttt	-12.8333 134.1597 928.3553	0.455 0.060 0.046
item_ammo_357_ttt	-22.8123 135.5296 928.3239	0.449 0.069 0.059
item_ammo_357_ttt	119.1965 197.5568 928.3994	0.464 0.055 0.028
item_ammo_357_ttt	104.4108 195.5636 928.4394	0.472 0.054 0.012
item_ammo_357_ttt	-2436.1763 -1298.0557 -474.9850	-3.229 1.424 9.342
item_ammo_357_ttt	-2424.6472 -1305.1273 -474.9257	-4.475 -0.068 3.914
item_ammo_357_ttt	-1240.4022 823.0468 72.3571	0.456 0.062 0.045
item_ammo_357_ttt	-2058.7637 989.2117 -157.7911	0.462 0.147 -0.041
item_ammo_357_ttt	-2057.3774 1018.2307 -157.8359	0.462 -0.052 -0.045
item_ammo_revolver_ttt	-1519.8196 -756.1264 38.3681	-18.738 -150.903 -159.985
item_ammo_revolver_ttt	-1510.9811 -758.9036 43.5517	-21.051 -144.531 -155.933
item_ammo_revolver_ttt	726.5857 -141.2119 -3.6481	0.455 0.062 0.047
item_ammo_revolver_ttt	721.4819 -153.2411 -3.6654	0.452 0.066 0.053
item_ammo_revolver_ttt	-1062.2421 847.5983 192.3654	0.458 0.060 0.041
item_ammo_revolver_ttt	-1065.9663 864.1086 192.3759	0.460 0.058 0.037
item_ammo_revolver_ttt	-793.2930 335.4067 -293.7534	-3.109 0.217 1.526
item_ammo_revolver_ttt	-1308.6682 -596.4138 -319.6021	0.638 -0.160 0.235
item_ammo_revolver_ttt	-1318.0087 -604.2528 -314.3566	-43.211 -144.369 179.958
weapon_zm_rifle	-1258.0651 810.9120 73.3685	6.231 3.481 -0.709
weapon_zm_rifle	-35.7378 116.7598 929.3401	3.391 9.054 64.693
weapon_zm_rifle	-1495.6925 -689.0297 -182.6017	3.299 7.467 65.607
weapon_zm_rifle	98.3176 210.3843 929.3576	3.280 13.180 65.088
weapon_zm_rifle	-2428.0032 -1323.7900 -475.5189	-1.503 5.225 68.954
weapon_zm_rifle	-101.0635 1525.1902 83.4546	-5.127 -5.402 -91.971
weapon_ttt_smokegrenade	-1144.7239 1036.6573 196.5049	0.330 0.002 0.070
weapon_ttt_smokegrenade	-1126.8627 1039.5510 196.5334	1.994 0.003 -1.827
weapon_ttt_smokegrenade	-2159.9268 159.6542 -441.7336	-3.481 -1.916 -4.799
weapon_ttt_smokegrenade	-2167.7437 139.6886 -440.7941	-2.737 2.372 -5.010
weapon_ttt_smokegrenade	-2176.4868 152.9574 -441.9889	-2.853 2.316 -5.285
weapon_ttt_smokegrenade	-2185.1792 137.9241 -441.3601	-2.539 2.420 -4.530
weapon_ttt_smokegrenade	-2165.1577 125.7617 -439.8343	-2.764 2.357 -5.074
weapon_ttt_smokegrenade	-2150.6411 139.7295 -440.2249	-3.605 -1.885 -4.871
weapon_ttt_confgrenade	799.6451 0.2133 -0.4877	2.163 0.246 -0.644
weapon_ttt_confgrenade	-2546.7588 1481.7777 -469.9467	-23.310 32.053 -110.965
weapon_ttt_confgrenade	-2553.4927 1491.1423 -470.8719	-16.286 17.421 -98.438
weapon_ttt_confgrenade	-2557.6609 1504.1456 -472.1343	-10.151 31.559 -96.957
weapon_ttt_confgrenade	178.4132 53.0165 803.5616	1.043 0.135 -0.266
weapon_ttt_confgrenade	162.3846 47.7755 803.5273	1.455 0.147 -0.372
weapon_ttt_confgrenade	156.2629 58.1885 803.5548	1.125 0.135 -0.287
