# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_district_a5
# Exported by: LeetPete
setting:	replacespawns 0
item_ammo_pistol_ttt	524.2217 999.2562 337.4085	0.604 -0.056 0.020
item_ammo_pistol_ttt	535.7536 998.6484 337.3746	-0.109 -0.020 -0.033
item_ammo_pistol_ttt	524.2374 1101.2808 337.4523	0.158 -0.112 -0.251
item_ammo_pistol_ttt	118.7920 1192.7178 467.3607	-0.121 -0.019 -0.037
item_ammo_pistol_ttt	136.6170 1169.8516 467.4210	-0.068 -0.020 -0.021
item_ammo_pistol_ttt	137.8354 1151.5270 467.4730	-0.200 0.186 -0.227
item_ammo_pistol_ttt	-1443.4753 45.8281 80.4268	0.810 0.174 0.231
item_ammo_pistol_ttt	-1433.4900 58.2036 81.4013	0.525 -0.103 -6.099
item_ammo_pistol_ttt	-1440.4420 58.7108 89.2523	-0.778 1.003 -87.563
item_ammo_pistol_ttt	-1187.5956 677.1660 224.3586	-0.122 -0.019 -0.037
item_ammo_pistol_ttt	-1196.6090 675.7209 224.3307	-0.147 -0.018 -0.044
item_ammo_pistol_ttt	-1206.3777 672.5866 224.3853	-0.099 -0.020 -0.030
item_ammo_pistol_ttt	684.0604 2009.2483 272.3783	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	732.8467 1962.1775 272.3901	-0.238 -0.024 -0.095
item_ammo_pistol_ttt	652.7791 1993.7651 272.3499	-0.130 -0.019 -0.039
item_ammo_pistol_ttt	928.0402 1797.2781 116.2513	1.409 -0.020 4.157
item_ammo_pistol_ttt	921.8914 1805.1606 116.9964	1.744 -0.444 4.301
item_ammo_pistol_ttt	915.7799 1806.8741 117.2063	1.354 -0.439 4.207
item_ammo_pistol_ttt	-991.2608 279.9700 117.7444	-0.104 -0.031 0.034
item_ammo_pistol_ttt	-978.2027 274.9529 117.7199	0.803 -0.022 0.261
item_ammo_pistol_ttt	-972.1912 275.1950 117.6638	0.370 0.031 -0.078
item_ammo_pistol_ttt	459.0085 2723.3867 80.3607	-0.121 -0.019 -0.036
item_ammo_pistol_ttt	444.9087 2721.3130 80.4577	-0.403 0.125 -0.393
item_ammo_pistol_ttt	445.5850 2844.8650 80.3904	-0.095 -0.020 -0.029
item_ammo_pistol_ttt	434.4011 2842.1487 80.3836	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	442.3680 2968.0938 80.3818	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	433.8444 2965.3899 80.3708	-0.112 -0.019 -0.034
item_ammo_pistol_ttt	421.7817 3083.6553 80.3499	-0.130 -0.019 -0.039
item_ammo_pistol_ttt	435.5442 3086.0376 80.3308	-0.147 -0.018 -0.044
item_ammo_pistol_ttt	489.7705 3703.6201 -157.6216	0.024 0.031 0.003
item_ammo_pistol_ttt	459.9500 3668.8721 -157.6145	-0.022 -0.031 0.003
item_ammo_pistol_ttt	480.8215 3669.1555 -157.5870	-0.484 -0.008 -0.276
item_ammo_pistol_ttt	-1437.3092 2145.6587 81.1729	-0.136 0.618 -5.074
item_ammo_pistol_ttt	-1430.4514 2147.6372 80.4110	-0.077 -0.020 -0.023
item_ammo_pistol_ttt	-1419.4475 2146.3516 80.3607	-0.121 -0.019 -0.037
item_ammo_pistol_ttt	-548.1018 3152.1211 80.3727	-0.110 -0.020 -0.033
item_ammo_pistol_ttt	-571.4376 3143.4583 80.4174	-0.071 -0.020 -0.022
item_ammo_pistol_ttt	-594.6655 3142.1619 80.4298	-0.060 -0.020 -0.018
item_ammo_pistol_ttt	-772.5694 1222.9731 352.3801	-0.104 -0.019 -0.031
item_ammo_pistol_ttt	-796.7175 1240.6351 352.4186	-0.070 -0.020 -0.021
item_ammo_pistol_ttt	-779.1183 1221.3953 352.3521	-0.128 -0.019 -0.039
weapon_zm_revolver	-931.9385 2217.2727 369.9359	2.423 -20.403 -84.269
weapon_zm_revolver	-937.1285 2127.6992 225.9115	2.446 -20.366 -83.719
weapon_zm_revolver	-1128.7198 1475.3773 91.9196	2.766 -20.094 -83.653
weapon_zm_revolver	42.9441 1379.0787 126.7731	0.693 -18.671 -85.488
weapon_zm_revolver	756.4279 199.6766 207.7529	2.703 -173.383 85.235
weapon_zm_revolver	-1427.5999 427.7858 425.8882	2.467 -20.321 -83.195
weapon_zm_revolver	712.3278 3648.9534 -138.0864	2.549 -20.528 -83.591
weapon_zm_revolver	-1033.1887 2635.3032 -190.0866	2.444 -20.368 -83.760
ttt_random_weapon	-648.2298 1125.6193 90.2739	1.653 4.696 -93.107
ttt_random_weapon	-850.9581 1268.3970 90.2627	1.779 4.709 -92.817
ttt_random_weapon	465.2349 477.3526 82.2023	1.850 4.928 -92.656
item_ammo_smg1_ttt	-843.1842 3091.0115 368.5143	0.769 -0.052 -0.178
item_ammo_smg1_ttt	-862.3181 3091.6060 368.4772	-0.551 0.083 0.245
item_ammo_smg1_ttt	-768.3633 2538.6609 225.2172	0.211 -0.020 5.349
item_ammo_smg1_ttt	-783.1402 2538.6257 224.4202	-0.423 0.004 0.272
item_ammo_smg1_ttt	-887.1270 217.2020 216.5029	0.690 0.029 -0.442
item_ammo_smg1_ttt	-899.2072 226.0299 216.4898	-0.303 -0.046 0.455
item_ammo_smg1_ttt	-555.9396 28.0733 80.5259	-0.212 0.015 -0.179
item_ammo_smg1_ttt	-557.0258 48.5150 80.5161	-0.265 0.014 -0.229
item_ammo_smg1_ttt	691.0403 2636.6235 -63.4834	-0.159 -0.065 -0.213
item_ammo_smg1_ttt	679.1583 2653.4167 -63.5192	-0.592 -0.050 -0.087
item_ammo_smg1_ttt	-1004.9793 2902.3176 -191.4720	-0.204 0.017 -0.175
item_ammo_smg1_ttt	-985.8082 2894.8687 -191.4988	-0.828 0.011 -0.620
weapon_zm_shotgun	-1142.5591 2395.6729 225.0437	-0.961 -9.522 -89.037
weapon_zm_shotgun	478.1858 1547.9351 112.3084	-0.242 9.713 83.834
weapon_zm_shotgun	763.5598 212.8704 338.0205	-0.684 -149.298 -87.474
weapon_zm_shotgun	115.4188 469.8626 467.9914	-0.717 -8.982 -84.757
weapon_zm_shotgun	-1275.6348 251.7414 81.2636	-0.224 8.297 83.546
weapon_zm_shotgun	-1249.2711 214.2435 81.2966	0.026 8.560 84.057
weapon_zm_shotgun	463.1892 2728.0190 -54.7429	-0.763 -10.116 -92.619
weapon_zm_shotgun	-838.5636 2667.4175 81.2735	-0.337 7.542 84.076
weapon_ttt_m16	-1222.3257 2682.8804 369.1700	2.155 -8.226 84.381
weapon_ttt_m16	-729.0858 689.3325 145.1478	2.158 -8.350 84.174
weapon_ttt_m16	-1197.3346 656.2570 225.1482	2.154 -8.341 84.176
weapon_ttt_m16	-1435.3585 2133.5662 80.8763	-0.481 -7.034 82.225
weapon_ttt_m16	-783.0273 1248.3755 353.1881	2.366 -8.464 84.552
weapon_zm_molotov	-1306.6188 2433.8196 369.6643	-41.295 90.019 90.133
weapon_zm_molotov	-1325.9496 2513.5110 372.5316	1.006 0.012 -0.771
weapon_zm_molotov	-1316.1509 2507.0156 372.6079	2.865 -0.137 -2.722
weapon_zm_molotov	-1332.7681 1177.2902 212.3465	3.580 -0.098 -3.730
weapon_zm_molotov	-1191.4445 1282.8765 82.3328	-76.879 -165.218 85.859
weapon_zm_molotov	-774.8979 1433.3312 90.6927	45.825 47.481 -90.049
weapon_zm_molotov	450.3270 1479.2097 81.5569	31.128 -123.588 89.895
weapon_zm_molotov	-236.6786 3148.0593 74.5355	2.881 -0.018 -2.849
weapon_zm_molotov	-215.5198 3116.3713 74.6308	1.472 -0.113 -1.510
weapon_zm_molotov	-199.8509 3146.0078 74.6074	2.181 -0.124 -2.248
weapon_zm_molotov	437.3929 1382.2913 89.7255	-69.375 -15.720 90.801
weapon_zm_molotov	424.7008 1203.6989 82.7840	-0.335 -134.569 -90.162
item_box_buckshot_ttt	-1150.8256 2388.2959 224.3380	0.450 0.004 -0.353
item_box_buckshot_ttt	-1129.3230 2380.0547 224.3815	-0.244 0.000 0.285
item_box_buckshot_ttt	471.1010 1566.7542 111.4793	0.098 -0.082 -0.024
item_box_buckshot_ttt	481.7910 1563.9933 111.4222	-0.859 0.001 0.754
item_box_buckshot_ttt	758.1156 191.9038 337.3842	-0.766 -0.006 0.705
item_box_buckshot_ttt	749.8319 187.1686 337.3722	0.763 -0.122 -0.526
item_box_buckshot_ttt	106.5981 440.4779 467.4546	1.268 -0.696 -0.240
item_box_buckshot_ttt	107.7563 469.9591 468.9794	-4.414 -1.770 19.555
item_box_buckshot_ttt	113.4794 492.9079 467.3848	-0.998 -0.010 0.895
item_box_buckshot_ttt	-1273.0339 240.4243 80.4465	-0.521 -0.007 0.462
item_box_buckshot_ttt	-1256.0056 243.2924 80.3920	-0.958 -0.020 1.060
item_box_buckshot_ttt	-1248.2749 244.6126 80.4615	1.120 -0.538 -0.214
item_box_buckshot_ttt	-1241.9659 204.1307 80.4451	1.495 -0.221 -0.285
item_box_buckshot_ttt	-1233.0354 207.9625 81.6222	0.180 1.597 17.690
item_box_buckshot_ttt	-1225.6240 209.5043 81.5260	-0.186 1.239 16.577
item_box_buckshot_ttt	491.8698 2714.0208 -55.6564	-0.518 -0.003 -0.409
item_box_buckshot_ttt	478.2238 2716.2922 -55.6199	-0.273 -0.004 -0.148
item_box_buckshot_ttt	-829.4701 2653.9407 80.4356	-0.649 -0.005 0.500
item_box_buckshot_ttt	-818.0250 2654.6628 80.4090	-0.818 -0.006 0.725
item_box_buckshot_ttt	-803.3130 2658.7820 80.4207	-0.726 -0.006 0.644
weapon_zm_sledge	-796.4169 2790.5918 228.4156	18.475 0.188 2.851
weapon_zm_sledge	576.4434 2300.9692 276.3261	18.090 0.640 2.844
weapon_zm_sledge	-893.5668 410.9600 220.4197	18.512 0.185 2.838
weapon_ttt_glock	-982.0981 2860.9995 512.5064	-1.034 26.694 92.057
weapon_ttt_glock	-1303.5701 1976.6375 464.5194	-0.870 25.739 91.978
weapon_ttt_glock	654.0308 2328.7949 272.5064	-1.034 26.694 92.057
weapon_ttt_glock	697.2267 1041.9037 368.5267	-1.018 25.198 91.980
weapon_ttt_glock	114.3740 1166.8040 467.5233	-0.882 26.416 91.790
weapon_ttt_glock	-1438.5811 48.8674 80.5241	-0.788 24.638 90.900
weapon_ttt_glock	932.0025 1796.3495 116.0519	-2.305 26.798 96.243
weapon_ttt_glock	-983.5229 299.4697 117.8315	-0.780 18.099 91.342
weapon_ttt_glock	468.0103 3677.8420 -157.5265	-1.249 30.694 91.538
weapon_ttt_glock	-569.5647 3158.8699 80.4929	-1.170 26.442 92.233
ttt_random_ammo	-826.9283 1344.0361 89.4555	-0.019 -13.698 -0.520
ttt_random_ammo	-819.9272 1290.0363 89.4982	-0.011 -13.715 -0.288
ttt_random_ammo	-662.9743 1155.9650 89.4254	-0.029 -16.311 0.705
ttt_random_ammo	-653.1057 1165.1154 89.4321	0.135 0.000 0.103
ttt_random_ammo	472.2127 447.2342 81.3727	0.110 0.000 0.070
ttt_random_ammo	454.2553 446.4030 81.3554	0.057 0.000 -0.004
ttt_random_ammo	452.5793 459.6013 81.3745	0.121 0.000 0.084
weapon_zm_mac10	-855.8844 3109.3347 369.2582	-0.196 -37.647 -88.545
weapon_zm_mac10	-770.9006 2556.2744 225.3345	0.277 -43.573 -87.861
weapon_zm_mac10	-885.4639 241.3138 217.3202	0.458 -43.485 -87.700
weapon_zm_mac10	-545.7191 58.1712 81.2142	-0.128 -34.447 -88.159
weapon_zm_mac10	680.9842 2675.9829 -62.8106	-0.138 -34.419 -87.969
weapon_zm_mac10	-1006.1731 2878.3835 -190.7379	-0.133 -37.598 -88.541
item_ammo_357_ttt	-980.7614 2805.8850 512.3536	0.455 0.060 0.047
item_ammo_357_ttt	-994.4540 2802.6428 512.3814	0.460 0.056 0.036
item_ammo_357_ttt	-1322.7476 1797.7566 464.3986	0.470 0.057 0.026
item_ammo_357_ttt	-1304.3827 1801.5145 464.3351	0.464 0.067 0.049
item_ammo_357_ttt	342.9663 2108.0254 548.3304	0.451 0.070 0.055
item_ammo_357_ttt	328.6367 2114.6008 548.3464	0.454 0.064 0.049
item_ammo_357_ttt	132.5789 953.0943 337.3386	0.451 0.063 0.053
item_ammo_357_ttt	156.6745 953.2487 337.3148	0.446 0.072 0.063
item_ammo_357_ttt	876.7595 977.0319 467.3685	0.458 0.059 0.040
item_ammo_357_ttt	861.4844 971.8498 467.3554	0.456 0.062 0.045
item_ammo_357_ttt	-1419.7682 497.2848 424.3626	0.665 0.245 0.004
item_ammo_357_ttt	-1396.2811 496.9114 424.3987	0.834 -0.074 -0.698
item_ammo_revolver_ttt	-944.5906 2202.8047 368.3282	0.450 0.068 0.057
item_ammo_revolver_ttt	-945.7241 2225.0703 368.3500	0.454 0.062 0.048
item_ammo_revolver_ttt	-953.5265 2212.8921 368.3536	0.455 0.060 0.046
item_ammo_revolver_ttt	-943.2441 2116.1611 224.4534	0.895 -0.422 -0.534
item_ammo_revolver_ttt	-942.1340 2128.5657 224.3304	0.450 0.068 0.056
item_ammo_revolver_ttt	-940.9452 2139.4812 224.3553	0.455 0.060 0.046
item_ammo_revolver_ttt	-1096.1635 1500.6483 90.3158	0.447 0.063 0.054
item_ammo_revolver_ttt	-1106.6509 1454.2567 90.3386	0.452 0.058 0.045
item_ammo_revolver_ttt	-1093.4980 1489.6780 90.3050	0.445 0.066 0.058
item_ammo_revolver_ttt	34.8984 1372.3643 125.4021	0.421 -0.032 -0.083
item_ammo_revolver_ttt	46.0798 1372.4872 126.1878	0.674 -2.394 11.001
item_ammo_revolver_ttt	48.3679 1382.0890 127.8707	-0.191 -5.610 -33.207
item_ammo_revolver_ttt	749.9468 178.0354 207.3983	0.463 0.054 0.029
item_ammo_revolver_ttt	740.4252 184.4948 207.3239	0.448 0.067 0.059
item_ammo_revolver_ttt	-1434.0859 436.0699 424.3553	0.455 0.060 0.046
item_ammo_revolver_ttt	-1416.3649 438.9133 424.3773	0.459 0.056 0.037
item_ammo_revolver_ttt	697.6174 3656.9192 -139.6717	0.450 0.070 0.056
item_ammo_revolver_ttt	701.3788 3641.2678 -139.6347	0.457 0.060 0.041
item_ammo_revolver_ttt	678.6046 3634.9658 -139.6555	0.453 0.064 0.049
item_ammo_revolver_ttt	-1037.0269 2636.7708 -191.6331	0.457 0.058 0.041
item_ammo_revolver_ttt	-1037.4419 2654.1675 -191.6675	0.450 0.065 0.055
item_ammo_revolver_ttt	-1028.3212 2648.9768 -191.6316	0.458 0.057 0.041
weapon_zm_rifle	-992.2306 2786.8293 513.3372	3.267 13.160 64.831
weapon_zm_rifle	-1318.0853 1777.3198 465.3306	3.332 11.498 64.728
weapon_zm_rifle	342.1082 2124.6509 549.3179	3.306 11.755 64.962
weapon_zm_rifle	137.7393 939.7694 338.3803	3.260 13.428 65.423
weapon_zm_rifle	879.7947 948.4440 468.3042	3.307 11.752 64.847
weapon_zm_rifle	-1409.2473 508.1291 425.3032	3.196 8.749 64.752
weapon_ttt_smokegrenade	-1321.0992 2502.6406 372.5785	2.990 -0.135 -3.090
weapon_ttt_smokegrenade	-1318.4602 2517.8086 372.5981	1.768 -1.241 -1.250
weapon_ttt_smokegrenade	484.4553 636.8851 85.6005	2.393 -0.129 -2.471
weapon_ttt_smokegrenade	94.3711 139.7569 82.5525	35.765 56.110 89.074
weapon_ttt_smokegrenade	84.4657 139.0505 82.7078	44.353 -151.743 -89.987
weapon_ttt_smokegrenade	523.3468 855.0560 208.5957	71.647 -131.803 89.181
weapon_ttt_smokegrenade	787.6517 1757.5168 84.5289	0.257 -0.181 -0.051
weapon_ttt_smokegrenade	789.6294 1746.2170 84.5174	0.276 -0.170 -0.056
weapon_ttt_smokegrenade	712.2738 1973.6932 129.5960	-13.541 38.675 89.879
weapon_ttt_confgrenade	-964.5452 2943.4773 515.5308	1.570 0.240 1.346
weapon_ttt_confgrenade	-938.9455 2930.0159 515.5095	1.667 0.133 -0.426
weapon_ttt_confgrenade	-1436.2499 1559.5415 466.1370	-48.725 -64.411 -87.588
weapon_ttt_confgrenade	-626.6459 1211.1570 91.0683	37.939 -7.003 -99.245
weapon_ttt_confgrenade	-1207.9502 524.3888 426.0725	-49.871 13.338 100.329
weapon_ttt_confgrenade	-1195.4458 527.2872 426.1115	-50.322 -175.758 -96.893
weapon_ttt_confgrenade	714.6978 1995.2941 419.4985	1.798 0.195 -0.459
weapon_ttt_confgrenade	690.8957 2004.0728 419.5459	1.232 0.139 -0.315
weapon_ttt_confgrenade	699.1083 2021.8767 419.4765	2.059 0.157 -0.525
weapon_ttt_confgrenade	-299.9968 3159.8184 73.5954	0.154 -0.907 -0.520
weapon_ttt_confgrenade	-262.5514 3161.7852 73.5217	1.522 0.152 -0.389
weapon_ttt_confgrenade	-271.0221 3140.1675 73.5309	1.411 0.139 -0.361
