# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_uss_scratchums
# Exported by: LeetPete
setting:	replacespawns 0
item_ammo_pistol_ttt	-2523.8308 1594.9772 525.4623	-1.032 0.204 -0.561
item_ammo_pistol_ttt	-2597.2976 1531.4835 220.3357	-0.142 -0.019 -0.043
item_ammo_pistol_ttt	-2581.2939 1538.6405 220.3727	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	-2595.1140 1550.0424 220.4663	-0.207 0.038 -0.273
item_ammo_pistol_ttt	-2539.2893 1011.1238 220.3764	-0.107 -0.019 -0.032
item_ammo_pistol_ttt	-2537.5283 1029.7863 220.4387	1.367 0.251 0.216
item_ammo_pistol_ttt	-2548.1433 1059.0918 223.2852	-89.293 29.059 -143.985
item_ammo_pistol_ttt	-2424.8318 -66.0267 220.3668	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	-2445.1042 -60.7323 220.4162	-0.072 -0.020 -0.022
item_ammo_pistol_ttt	-2445.3013 -42.2745 220.4288	-0.259 0.360 -0.538
item_ammo_pistol_ttt	-2441.6033 -23.9450 220.4492	-0.347 1.260 -0.434
item_ammo_pistol_ttt	-2518.0889 487.2631 220.3783	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	-2544.3574 486.1093 220.3783	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	-2554.6895 486.1259 220.3476	-0.132 -0.019 -0.040
item_ammo_pistol_ttt	-2655.7900 -57.6033 420.3870	-0.098 -0.020 -0.030
item_ammo_pistol_ttt	-2669.4500 -51.2518 421.1237	0.495 0.795 4.948
item_ammo_pistol_ttt	-2679.0251 -48.9666 420.3997	-0.087 -0.020 -0.026
item_ammo_pistol_ttt	-2258.9160 14.2328 420.3688	-0.114 -0.019 -0.034
item_ammo_pistol_ttt	-2272.5227 12.7177 420.3628	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	-2282.9370 12.2369 420.3406	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	-2723.8567 2324.9121 696.3543	-0.126 -0.019 -0.038
item_ammo_pistol_ttt	-2721.5259 2343.4575 696.4514	-0.591 0.251 -0.495
weapon_zm_revolver	-2661.4810 -626.5955 350.9421	2.708 -20.126 -83.878
weapon_zm_revolver	-2500.4900 -1167.3922 352.4349	29.732 -18.179 -10.813
weapon_zm_revolver	-2287.8442 289.2346 421.8391	1.882 -29.797 -84.677
weapon_zm_revolver	-2678.8389 1081.1714 401.9473	2.655 -20.146 -84.084
weapon_zm_revolver	-2325.9114 2221.5247 592.8961	2.947 -37.356 -83.275
weapon_zm_revolver	-2657.5354 1252.5814 536.8951	2.608 -20.164 -84.269
weapon_zm_revolver	-2692.9880 1918.5575 270.4021	2.446 -20.366 -83.719
weapon_zm_revolver	-2665.2522 949.7154 221.8908	2.465 -20.330 -83.252
weapon_zm_revolver	-2587.7112 915.0641 221.9733	2.387 -68.066 -85.121
weapon_zm_revolver	-2743.5134 105.8041 432.4569	2.502 -19.281 -85.046
ttt_random_weapon	-2296.0000 -112.0000 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2549.3601 398.4410 535.3730	0.000 0.000 0.000
ttt_random_weapon	-2330.8301 -173.6370 667.3730	0.000 0.000 0.000
ttt_random_weapon	-2313.7700 2193.0601 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2244.0601 2182.4099 358.3730	0.000 0.000 0.000
ttt_random_weapon	-2663.0000 1790.4800 252.3730	0.000 0.000 0.000
ttt_random_weapon	-2681.0901 2186.3301 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2269.7600 294.1810 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2523.9900 1341.2700 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2584.2700 1438.6400 238.3730	0.000 0.000 0.000
ttt_random_weapon	-2565.4700 1541.3500 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2673.1499 561.0000 279.0000	0.000 0.000 0.000
ttt_random_weapon	-2317.6101 2170.2900 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2316.6101 2144.1499 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2316.6101 2120.1499 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2314.4099 1348.8101 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2296.0000 -112.0000 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2549.3601 398.4410 535.3730	0.000 0.000 0.000
ttt_random_weapon	-2330.8301 -173.6370 667.3730	0.000 0.000 0.000
ttt_random_weapon	-2313.7700 2193.0601 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2244.0601 2182.4099 358.3730	0.000 0.000 0.000
ttt_random_weapon	-2663.0000 1790.4800 252.3730	0.000 0.000 0.000
ttt_random_weapon	-2681.0901 2186.3301 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2269.7600 294.1810 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2523.9900 1341.2700 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2584.2700 1438.6400 238.3730	0.000 0.000 0.000
ttt_random_weapon	-2565.4700 1541.3500 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2673.1499 561.0000 279.0000	0.000 0.000 0.000
ttt_random_weapon	-2317.6101 2170.2900 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2316.6101 2144.1499 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2316.6101 2120.1499 834.3730	0.000 0.000 0.000
ttt_random_weapon	-2314.4099 1348.8101 230.3730	0.000 0.000 0.000
ttt_random_weapon	-2554.5901 442.1456 527.7328	-3.541 7.969 -25.803
ttt_random_weapon	-2321.8665 -181.3572 658.1999	1.876 4.716 -92.595
ttt_random_weapon	-2533.1099 856.4482 526.2034	1.837 4.714 -92.686
item_ammo_smg1_ttt	-2312.1660 2277.5466 954.4772	0.550 -0.083 0.245
item_ammo_smg1_ttt	-2328.2095 2281.6953 954.4180	0.379 -0.005 0.243
item_ammo_smg1_ttt	-2550.3582 2091.6301 598.6151	0.028 0.005 0.051
item_ammo_smg1_ttt	-2536.5852 2107.1719 598.5784	0.166 0.146 0.125
item_ammo_smg1_ttt	-2498.8008 -1216.2118 605.5513	-0.127 -0.190 -0.166
item_ammo_smg1_ttt	-2489.8003 -1204.4515 629.7645	-44.690 -85.990 87.220
item_ammo_smg1_ttt	-2517.6614 -1203.9270 605.4265	0.591 -0.003 0.384
item_ammo_smg1_ttt	-2425.6116 2476.6919 348.4135	-0.299 0.005 0.189
item_ammo_smg1_ttt	-2400.0984 2496.2793 348.4801	-0.211 -0.000 0.022
item_ammo_smg1_ttt	-2661.0730 1795.1868 242.2785	0.040 -0.103 -0.012
item_ammo_smg1_ttt	-2682.9211 1777.6801 242.2238	-0.111 -0.002 0.066
item_ammo_smg1_ttt	-2519.2383 1311.1908 220.4371	1.101 0.002 0.725
item_ammo_smg1_ttt	-2524.8657 1341.7782 220.4180	0.379 -0.005 0.243
weapon_zm_shotgun	-2623.5498 2379.4429 825.2743	-0.451 9.542 84.417
weapon_zm_shotgun	-2374.9897 2147.8765 559.2363	-0.382 9.708 83.416
weapon_zm_shotgun	-2349.4246 1295.4264 221.5235	-0.781 8.946 93.118
weapon_zm_shotgun	-2613.0378 -47.8347 422.3957	9.482 0.322 1.336
weapon_zm_shotgun	-2715.3884 2262.8359 696.9307	-0.740 -8.963 -86.293
weapon_ttt_m16	-2498.5823 1052.9476 785.6550	2.037 -8.134 84.294
weapon_ttt_m16	-2502.1143 2847.7666 207.1646	2.145 -7.597 84.428
weapon_ttt_m16	-2452.2327 -81.9462 221.1128	1.666 1.045 85.919
weapon_ttt_m16	-2285.4490 35.5912 421.1590	2.188 1.599 84.586
weapon_zm_molotov	-2610.9985 385.5124 536.6472	-74.918 69.307 90.245
weapon_zm_molotov	-2612.1853 303.6516 539.5289	2.824 -0.137 -2.941
weapon_zm_molotov	-2714.3984 2300.7222 828.6638	1.506 -5.122 -1.038
weapon_zm_molotov	-2626.1167 2461.7222 825.7676	-73.151 62.048 90.663
weapon_zm_molotov	-2749.1619 2273.5420 825.5838	81.873 173.500 -90.229
weapon_zm_molotov	-2451.1785 912.8143 221.6586	89.871 -128.994 -155.574
weapon_zm_molotov	-2733.2891 893.4974 221.7759	-73.581 77.683 91.181
weapon_zm_molotov	-2380.3247 476.5963 464.0262	-0.014 0.181 0.772
weapon_zm_molotov	-2692.0715 -251.9356 424.5796	0.172 -0.218 -0.031
weapon_zm_molotov	-2704.8318 -239.9211 424.5587	0.207 -0.209 -0.040
weapon_zm_molotov	-2482.9099 -1105.3368 352.6503	-4.158 0.562 4.604
weapon_zm_molotov	-2755.3154 -782.0842 349.7552	-72.701 130.984 89.668
weapon_zm_molotov	-2349.7214 -148.8327 265.0666	1.052 -0.755 0.131
weapon_zm_molotov	-2343.6389 -153.4416 264.9533	0.657 1.021 1.603
weapon_zm_molotov	-2473.1145 19.8309 424.5174	0.277 -0.170 -0.056
weapon_zm_molotov	-2481.0496 20.2001 424.6233	0.099 -0.233 -0.014
weapon_zm_molotov	-2630.8049 1056.5488 404.5254	0.622 0.009 -0.364
weapon_zm_molotov	-2583.9792 1807.2438 224.5866	2.777 -0.136 -2.869
item_box_buckshot_ttt	-2624.1636 2396.2676 824.3849	-1.000 -0.010 0.896
item_box_buckshot_ttt	-2609.7676 2398.5627 824.4041	-0.994 -0.011 0.844
item_box_buckshot_ttt	-2597.1111 2400.0198 824.4164	-0.759 -0.007 0.673
item_box_buckshot_ttt	-2315.9031 2157.3157 591.4428	-0.580 -0.099 0.473
item_box_buckshot_ttt	-2315.9185 2141.2466 591.3952	0.096 0.083 -0.385
item_box_buckshot_ttt	-2314.3899 1337.9443 220.4192	-0.736 -0.006 0.653
item_box_buckshot_ttt	-2326.6294 1326.6687 220.4278	-0.700 -0.004 0.560
item_box_buckshot_ttt	-2393.8425 1350.6833 220.4357	-0.431 -0.281 0.270
item_box_buckshot_ttt	-2596.7681 -37.5134 420.3801	-0.029 0.002 0.107
item_box_buckshot_ttt	-2612.5500 -36.4578 420.4483	-0.500 -0.006 0.444
item_box_buckshot_ttt	-2623.9983 -33.8370 420.3903	-0.976 0.004 0.868
item_box_buckshot_ttt	-2699.7256 2250.1968 696.4537	-0.436 0.103 0.394
item_box_buckshot_ttt	-2707.0837 2252.3328 696.4649	-0.367 -0.070 0.859
weapon_zm_sledge	-2255.3523 -196.6546 424.3943	18.520 2.257 2.203
weapon_zm_sledge	-2322.6465 -688.7424 224.4263	18.557 0.308 2.869
weapon_zm_sledge	-2668.2671 -235.7823 424.4220	18.536 0.178 2.819
weapon_ttt_glock	-2330.1169 -556.4950 348.4846	-1.222 26.626 92.424
weapon_ttt_glock	-2259.4407 456.1013 420.5255	-0.838 25.757 91.823
weapon_ttt_glock	-2242.6155 -232.1895 420.5051	-1.072 26.465 92.005
weapon_ttt_glock	-2673.1843 1759.7607 356.5115	-1.013 26.690 91.907
weapon_ttt_glock	-2315.2092 2084.5591 954.4985	-1.114 26.671 92.157
weapon_ttt_glock	-2243.6118 2439.2571 348.5330	-0.846 26.701 91.495
weapon_ttt_glock	-2507.1304 2813.2153 206.5529	-0.689 25.784 91.108
weapon_ttt_glock	-2252.9509 2258.0010 960.4985	-1.126 26.950 91.613
weapon_ttt_glock	-2329.4238 214.9218 535.4601	-1.049 26.685 91.996
weapon_ttt_glock	-2529.0859 1021.9188 220.5367	-0.811 26.718 91.443
weapon_ttt_glock	-2534.4285 483.4277 220.5071	-1.029 26.694 92.043
weapon_ttt_glock	-2669.0876 -42.1184 420.5143	-0.945 27.501 91.250
weapon_ttt_glock	-2714.2554 2314.9949 696.5043	-1.050 26.685 92.101
ttt_random_ammo	-2295.0000 -105.0000 230.3730	0.000 0.000 0.000
ttt_random_ammo	-2535.2000 424.1290 526.0010	0.000 0.000 0.000
ttt_random_ammo	-2334.8601 -158.2310 658.0010	0.000 0.000 0.000
ttt_random_ammo	-2313.2300 2203.9700 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2247.0500 2165.6899 349.0010	0.000 0.000 0.000
ttt_random_ammo	-2675.0000 1778.4800 243.0010	0.000 0.000 0.000
ttt_random_ammo	-2700.2100 2168.7100 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2270.3601 280.9850 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2584.9900 1450.0699 229.0010	0.000 0.000 0.000
ttt_random_ammo	-2520.7300 1322.1400 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2569.0601 1515.5400 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2679.0000 572.5680 269.6280	0.000 0.000 0.000
ttt_random_ammo	-2660.4500 2411.2500 349.0010	0.000 0.000 0.000
ttt_random_ammo	-2258.0000 2152.0000 349.0010	0.000 0.000 0.000
ttt_random_ammo	-2317.0701 2181.2000 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2316.0701 2155.0601 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2316.0701 2131.0601 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2318.0000 1323.0000 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2295.0000 -105.0000 230.3730	0.000 0.000 0.000
ttt_random_ammo	-2535.2000 424.1290 526.0010	0.000 0.000 0.000
ttt_random_ammo	-2334.8601 -158.2310 658.0010	0.000 0.000 0.000
ttt_random_ammo	-2313.2300 2203.9700 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2247.0500 2165.6899 349.0010	0.000 0.000 0.000
ttt_random_ammo	-2675.0000 1778.4800 243.0010	0.000 0.000 0.000
ttt_random_ammo	-2700.2100 2168.7100 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2270.3601 280.9850 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2584.9900 1450.0699 229.0010	0.000 0.000 0.000
ttt_random_ammo	-2520.7300 1322.1400 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2569.0601 1515.5400 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2679.0000 572.5680 269.6280	0.000 0.000 0.000
ttt_random_ammo	-2660.4500 2411.2500 349.0010	0.000 0.000 0.000
ttt_random_ammo	-2258.0000 2152.0000 349.0010	0.000 0.000 0.000
ttt_random_ammo	-2317.0701 2181.2000 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2316.0701 2155.0601 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2316.0701 2131.0601 825.0010	0.000 0.000 0.000
ttt_random_ammo	-2318.0000 1323.0000 221.0010	0.000 0.000 0.000
ttt_random_ammo	-2526.3269 443.0357 525.4421	0.332 24.971 -1.673
ttt_random_ammo	-2540.7104 440.0417 527.7590	0.186 17.469 90.333
ttt_random_ammo	-2316.4683 -207.4695 657.3691	0.090 -0.000 -0.044
ttt_random_ammo	-2333.8103 -203.5982 657.3726	-0.101 -0.000 0.058
ttt_random_ammo	-2323.0242 -198.0607 657.4481	-1.495 0.034 -1.812
ttt_random_ammo	-2491.5374 855.9749 525.3616	0.067 0.000 0.012
ttt_random_ammo	-2510.7600 864.3808 525.3727	0.111 0.000 0.070
weapon_zm_mac10	-2320.9751 2302.9165 955.2855	-0.096 -35.710 -88.706
weapon_zm_mac10	-2496.7429 2105.5522 558.9679	0.014 -172.748 87.222
weapon_zm_mac10	-2432.3372 331.9756 421.2044	-0.344 -159.877 -88.809
weapon_zm_mac10	-2489.1672 -1200.2739 606.2865	-0.095 -35.711 -88.714
weapon_zm_mac10	-2404.7222 2475.9949 349.2865	-0.095 -35.711 -88.714
weapon_zm_mac10	-2626.3936 1781.7664 220.8561	-0.403 -153.162 88.032
weapon_zm_mac10	-2595.6760 1441.8584 229.3617	-0.247 -33.504 -89.699
item_ammo_357_ttt	-2482.0967 -1153.3423 382.1168	0.534 -0.096 0.273
item_ammo_357_ttt	-2491.8406 -1152.0518 382.0678	0.581 -0.106 0.293
item_ammo_357_ttt	-2328.3843 2146.3120 824.3386	0.452 0.065 0.053
item_ammo_357_ttt	-2348.2422 2150.9158 824.4579	1.784 0.273 -1.105
item_ammo_357_ttt	-2623.9409 386.5848 535.3085	0.455 0.057 0.041
item_ammo_357_ttt	-2606.6619 390.7075 535.3400	0.472 -0.526 0.024
item_ammo_357_ttt	-2341.3616 1143.9044 535.3517	0.834 5.888 -0.119
item_ammo_357_ttt	-2342.7256 1143.8915 541.6655	-37.973 36.196 -20.472
item_ammo_357_ttt	-2703.5447 2197.0083 220.3124	0.447 0.073 0.063
item_ammo_357_ttt	-2685.8916 2198.4060 220.3261	0.449 0.068 0.058
item_ammo_357_ttt	-2801.6279 2468.3018 960.3325	0.451 0.065 0.055
item_ammo_357_ttt	-2777.4866 2464.9431 960.3621	0.456 0.058 0.043
item_ammo_357_ttt	-2503.4192 -932.9482 848.3571	0.455 0.059 0.046
item_ammo_357_ttt	-2492.7520 -930.6056 848.3282	0.450 0.068 0.057
item_ammo_357_ttt	-2233.1709 973.2035 455.3463	0.453 0.061 0.050
item_ammo_357_ttt	-2239.9626 968.7757 455.3051	0.445 0.079 0.066
item_ammo_revolver_ttt	-2666.8196 -639.8645 349.3366	0.451 0.064 0.054
item_ammo_revolver_ttt	-2668.5969 -623.7851 349.3773	0.459 0.056 0.037
item_ammo_revolver_ttt	-2243.4336 283.3514 420.3776	0.543 0.045 0.177
item_ammo_revolver_ttt	-2242.4580 273.4209 424.5715	0.181 0.744 90.307
item_ammo_revolver_ttt	-2248.6743 269.7602 420.4426	-2.483 -0.541 1.721
item_ammo_revolver_ttt	-2236.0657 267.5469 423.4499	88.579 138.913 -159.103
item_ammo_revolver_ttt	-2656.3459 1095.9158 400.3304	0.450 0.068 0.056
item_ammo_revolver_ttt	-2656.9121 1071.3611 400.3261	0.449 0.068 0.058
item_ammo_revolver_ttt	-2326.8533 2210.0417 591.4170	0.716 0.231 0.016
item_ammo_revolver_ttt	-2337.6079 2213.0781 596.6688	-43.058 -177.250 179.796
item_ammo_revolver_ttt	-2649.9050 1276.8358 535.3208	0.457 -0.055 -0.037
item_ammo_revolver_ttt	-2640.0017 1266.7905 535.3057	0.454 -0.057 -0.043
item_ammo_revolver_ttt	-2638.8723 1286.5431 535.3151	0.456 -0.056 -0.039
item_ammo_revolver_ttt	-2707.1479 1920.5333 268.7960	0.427 0.075 0.058
item_ammo_revolver_ttt	-2699.7935 1927.6226 268.8080	0.431 0.068 0.054
item_ammo_revolver_ttt	-2699.1919 1938.2623 268.9616	0.700 4.827 -0.148
item_ammo_revolver_ttt	-2675.0801 954.1407 220.3915	0.462 0.055 0.031
item_ammo_revolver_ttt	-2670.0334 941.6880 220.3217	0.448 0.068 0.059
item_ammo_revolver_ttt	-2659.4114 938.7720 220.3587	0.456 0.060 0.044
item_ammo_revolver_ttt	-2569.0623 910.3059 223.3283	89.394 -12.357 0.597
item_ammo_revolver_ttt	-2574.2478 911.4764 220.4226	-0.467 -19.400 -0.003
item_ammo_revolver_ttt	-2722.0647 102.1576 430.8912	0.569 -0.143 -0.008
item_ammo_revolver_ttt	-2712.8293 110.9333 430.8475	0.552 -0.149 -0.006
item_ammo_revolver_ttt	-2711.6421 100.6170 430.8087	0.972 -0.461 0.029
weapon_zm_rifle	-2485.9109 -1131.6748 383.4879	-0.718 9.256 75.671
weapon_zm_rifle	-2336.4902 2161.5261 825.8196	-2.034 10.766 78.941
weapon_zm_rifle	-2633.4673 402.1480 536.2672	2.888 20.286 66.881
weapon_zm_rifle	-2314.3335 1107.9741 536.1995	0.082 66.378 -88.994
weapon_zm_rifle	-2692.4246 2175.6692 221.3435	3.259 14.366 64.927
weapon_zm_rifle	-2794.1736 2436.2534 961.3607	3.281 13.180 65.128
weapon_zm_rifle	-2499.4282 -916.4982 849.3757	3.304 12.043 65.335
weapon_zm_rifle	-2250.1477 953.0963 456.3963	3.380 16.394 65.464
weapon_ttt_smokegrenade	-2494.9307 2742.0771 210.6755	0.013 -0.134 0.004
weapon_ttt_smokegrenade	-2477.7275 2750.2595 210.6755	0.013 -0.132 0.004
weapon_ttt_smokegrenade	-2468.3015 2754.7881 210.6754	0.010 -0.649 0.001
weapon_ttt_smokegrenade	-2469.9990 2760.5508 210.6755	-0.000 2.424 0.016
weapon_ttt_smokegrenade	-2483.5181 2765.0295 210.6754	0.015 -0.953 0.007
weapon_ttt_smokegrenade	-2495.5369 2766.8416 210.6755	0.016 -0.134 0.001
weapon_ttt_smokegrenade	-2506.4238 2748.4192 210.6755	0.017 -0.132 0.000
weapon_ttt_smokegrenade	-2492.8135 2729.2793 210.6754	0.019 -0.133 -0.002
weapon_ttt_smokegrenade	-2481.4443 2739.9109 210.6754	0.021 -0.133 -0.003
weapon_ttt_smokegrenade	-2471.9519 2745.8572 210.6754	0.023 -0.133 -0.005
weapon_ttt_smokegrenade	-2473.6035 2753.3198 207.6215	65.549 -38.934 89.978
weapon_ttt_smokegrenade	-2477.8484 2761.7522 210.6752	0.022 0.953 -0.005
weapon_ttt_smokegrenade	-2486.6189 2836.3374 207.5653	84.739 85.714 -89.906
weapon_ttt_smokegrenade	-2487.7625 2753.2217 210.6753	0.036 -0.132 -0.016
weapon_ttt_smokegrenade	-2482.8408 2754.1829 210.6752	-0.007 2.195 0.032
weapon_ttt_smokegrenade	-2478.3872 2757.8401 207.8689	-29.588 -135.686 -90.009
weapon_ttt_smokegrenade	-2494.3118 2750.1809 210.6751	0.056 -0.132 -0.033
weapon_ttt_smokegrenade	-2497.9146 2756.5313 210.6750	0.065 -0.133 -0.040
weapon_ttt_confgrenade	-2388.2415 -384.2234 660.5788	1.024 0.222 -0.429
weapon_ttt_confgrenade	-2731.6401 2316.1504 827.5411	1.289 0.140 -0.329
weapon_ttt_confgrenade	-2722.9690 2321.6128 827.5395	1.309 0.139 -0.334
weapon_ttt_confgrenade	-2731.7678 2359.9976 699.5291	1.433 0.142 -0.366
weapon_ttt_confgrenade	-2476.4128 1066.3501 788.0222	1.613 -0.233 -1.400
weapon_ttt_confgrenade	-2491.4631 1067.9197 788.0737	0.936 -0.203 -0.812
weapon_ttt_confgrenade	-2460.2009 -918.0032 851.5317	1.713 0.235 -0.717
