# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_camel_v1
# Exported by: LeetPete
setting:	replacespawns 0
item_ammo_pistol_ttt	-370.1617 -749.0861 -255.6113	-0.096 -0.020 -0.029
item_ammo_pistol_ttt	-558.4515 1303.7535 184.2393	-0.075 -0.961 0.003
item_ammo_pistol_ttt	-552.3881 1303.7633 184.2187	-0.336 -1.350 -0.022
item_ammo_pistol_ttt	-569.4105 1272.4125 187.0712	89.372 -120.064 130.998
item_ammo_pistol_ttt	-289.8110 1406.7798 182.1730	0.173 0.014 0.033
item_ammo_pistol_ttt	-295.3483 1427.6914 182.1069	-0.047 0.012 0.069
item_ammo_pistol_ttt	-493.4997 1375.3441 31.7862	0.235 0.823 -0.008
item_ammo_pistol_ttt	-488.2274 1392.3475 21.5327	0.025 4.519 -0.309
item_ammo_pistol_ttt	-493.4884 1406.6438 32.4464	0.648 -1.013 -5.248
item_ammo_pistol_ttt	-786.9481 1423.8436 -216.4400	0.013 -3.990 0.006
item_ammo_pistol_ttt	-798.2546 1409.7230 -216.4398	0.480 -1.711 -0.149
item_ammo_pistol_ttt	-799.5563 1389.9741 -214.3071	-3.532 -0.961 -8.545
item_ammo_pistol_ttt	-801.8140 1370.7441 -215.0512	-0.946 6.890 12.532
item_ammo_pistol_ttt	473.4908 -2907.2793 160.3557	0.149 -0.023 0.004
item_ammo_pistol_ttt	461.1734 -2906.4705 160.4110	0.064 -0.021 -0.006
item_ammo_pistol_ttt	-1111.3633 -355.0577 8.3586	-0.122 -0.019 -0.037
item_ammo_pistol_ttt	-1107.7068 -329.4774 8.3565	-0.124 -0.019 -0.038
item_ammo_pistol_ttt	-1092.6221 -332.4194 8.3836	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	-876.1598 1459.0671 -244.7662	-89.979 179.738 180.000
item_ammo_pistol_ttt	-865.6799 1454.4312 -247.6273	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	-856.8439 1452.3676 -247.6594	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	492.0862 1475.3538 25.4981	-77.515 172.479 -174.393
item_ammo_pistol_ttt	499.7772 1455.5450 28.1001	-76.771 160.635 -160.276
item_ammo_pistol_ttt	493.8271 1472.1846 31.8294	-12.173 -1.680 -88.084
item_ammo_pistol_ttt	-549.1130 -251.1395 264.3853	-0.099 -0.020 -0.030
item_ammo_pistol_ttt	-555.1944 -269.0416 264.4240	-0.321 0.217 -0.417
item_ammo_pistol_ttt	-561.7245 -251.5186 264.3920	-0.093 -0.020 -0.028
weapon_zm_revolver	552.3657 -2170.1641 9.9417	2.765 -20.475 -83.767
weapon_zm_revolver	1403.8108 -921.6993 9.9067	2.450 -20.358 -83.608
weapon_zm_revolver	1121.2410 2267.6160 36.0510	7.857 -29.066 -87.048
weapon_zm_revolver	-626.3044 134.0331 -254.1144	2.469 -20.319 -83.135
weapon_zm_revolver	-310.4513 1141.1654 161.8434	2.130 -18.866 -83.735
weapon_zm_revolver	-844.3527 1454.6074 -246.0834	2.418 -16.686 -83.927
ttt_random_weapon	618.5924 -3337.9917 521.2274	1.566 4.984 -93.305
ttt_random_weapon	196.9209 616.8126 -30.2203	10.613 2.805 -94.386
ttt_random_weapon	223.2023 611.5034 -32.2951	0.960 4.998 -92.442
ttt_random_weapon	618.5924 -3337.9917 521.2274	1.566 4.984 -93.305
ttt_random_weapon	196.9209 616.8126 -30.2203	10.613 2.805 -94.386
ttt_random_weapon	223.2023 611.5034 -32.2951	0.960 4.998 -92.442
item_ammo_smg1_ttt	356.4483 -3328.2344 648.4202	0.422 -0.004 0.272
item_ammo_smg1_ttt	390.7818 -3328.2986 648.4961	-0.695 0.012 -0.529
item_ammo_smg1_ttt	376.5009 -3484.9219 807.4749	0.432 -0.027 0.197
item_ammo_smg1_ttt	583.0042 -2370.6067 2.1833	7.399 2.471 -7.066
item_ammo_smg1_ttt	597.1463 -2384.3848 0.5043	0.427 -0.310 0.119
item_ammo_smg1_ttt	-494.7736 -176.8854 175.7826	0.808 0.007 0.591
item_ammo_smg1_ttt	-492.4589 -147.8163 175.7795	0.640 0.006 0.480
item_ammo_smg1_ttt	-595.8933 1362.3290 199.4640	0.023 -0.132 -0.011
item_ammo_smg1_ttt	-580.9110 1359.4454 199.3687	0.181 0.014 -0.088
item_ammo_smg1_ttt	-401.5046 1208.5846 39.5323	0.066 0.039 -0.033
item_ammo_smg1_ttt	-399.8780 1231.3575 39.4698	0.121 -0.040 -0.028
item_ammo_smg1_ttt	-852.4236 1409.3862 -247.5013	-0.853 0.012 -0.632
item_ammo_smg1_ttt	-842.5523 1378.6552 -247.4367	-0.000 0.782 -0.000
item_ammo_smg1_ttt	-858.5270 1369.6044 -246.4171	-2.221 -5.057 5.594
item_ammo_smg1_ttt	-874.9092 1377.7579 -247.5777	0.474 -0.004 0.306
item_ammo_smg1_ttt	778.6397 -169.6110 38.5376	1.440 -0.017 2.196
item_ammo_smg1_ttt	753.9990 -178.7716 39.9201	4.929 0.192 1.237
weapon_zm_shotgun	32.5295 -3293.4824 521.2576	-0.156 7.546 83.229
weapon_zm_shotgun	-122.0522 -2983.0273 424.0175	-0.404 -8.408 -83.708
weapon_zm_shotgun	-150.8684 -1942.6835 -223.8839	-0.310 -9.154 -85.520
weapon_zm_shotgun	-725.1026 -242.4214 393.2686	-0.282 8.299 83.818
weapon_zm_shotgun	-734.5733 -656.6176 -224.2209	-0.918 -10.788 -88.745
weapon_ttt_m16	342.1020 -3459.7578 649.0747	1.839 -7.722 84.080
weapon_ttt_m16	1303.9805 -296.0981 29.2913	-14.922 -11.860 -65.762
weapon_ttt_m16	-684.4755 -103.8711 158.9201	1.799 -5.277 85.299
weapon_ttt_m16	-550.8142 1289.8979 184.8778	1.966 -9.684 84.185
weapon_ttt_m16	-799.3535 1384.9425 -215.9355	0.371 -9.232 83.069
weapon_zm_molotov	-803.2604 1332.7965 -243.3748	2.529 4.481 -3.472
weapon_zm_molotov	-817.0257 1320.5579 -243.4315	3.282 -0.146 -3.398
weapon_zm_molotov	-826.9238 1322.8914 -243.4789	0.487 0.005 -0.179
weapon_zm_molotov	11.8566 -3243.5439 652.5279	0.711 0.010 -0.450
weapon_zm_molotov	2.1204 -3230.6074 652.6114	1.997 -0.121 -2.049
weapon_zm_molotov	674.5784 -3664.2632 661.1207	-3.410 0.703 3.162
weapon_zm_molotov	592.0034 -3647.5164 524.6022	2.249 -0.123 -2.308
weapon_zm_molotov	649.7017 -3238.8591 427.7395	0.059 -2.619 -0.508
weapon_zm_molotov	662.1208 -3248.8145 427.7011	5.360 0.798 2.669
weapon_zm_molotov	-733.4838 -548.5522 12.5065	0.287 0.003 0.072
weapon_zm_molotov	-732.7935 -158.3461 396.5365	2.412 -0.005 -2.331
weapon_zm_molotov	-724.1216 -160.3493 396.6004	2.390 -0.129 -2.467
weapon_zm_molotov	200.3330 1382.2694 -49.0373	-6.839 -36.499 87.368
item_box_buckshot_ttt	15.9300 -3247.3435 520.3723	0.763 -0.122 -0.526
item_box_buckshot_ttt	38.4674 -3252.1184 520.3743	0.751 -0.022 -0.518
item_box_buckshot_ttt	52.3655 -3256.8364 520.4249	-0.693 -0.007 0.614
item_box_buckshot_ttt	-80.7980 -2973.2073 423.4697	-0.091 0.065 -0.029
item_box_buckshot_ttt	-81.3394 -2985.3564 423.4365	-0.473 -0.002 -0.340
item_box_buckshot_ttt	-151.5942 -1931.7847 -224.7706	-0.385 1.456 -1.643
item_box_buckshot_ttt	-167.7111 -1933.5903 -224.6505	0.197 -0.194 -1.511
item_box_buckshot_ttt	-732.3936 -264.3048 392.4056	-0.843 -0.008 0.748
item_box_buckshot_ttt	-717.5916 -269.5039 392.3697	0.776 0.008 -0.538
item_box_buckshot_ttt	-705.3550 -267.5963 392.4192	-0.773 -0.012 0.614
item_box_buckshot_ttt	-740.3849 -645.4272 -224.8251	-0.008 -1.391 0.035
item_box_buckshot_ttt	-732.9436 -643.1976 -224.8579	0.595 -0.156 0.453
weapon_zm_sledge	-64.6657 -3122.0654 132.4031	18.336 0.349 2.968
weapon_zm_sledge	-841.2509 -498.5111 12.4230	18.527 0.310 2.878
weapon_zm_sledge	-579.4216 1017.9501 12.4149	18.457 0.311 2.888
weapon_zm_sledge	-409.4897 23.1169 -195.8452	18.214 -1.902 2.972
weapon_zm_sledge	-803.7577 1281.8077 -243.5642	18.598 0.041 2.990
weapon_zm_sledge	-815.7958 1271.0210 -243.6590	18.253 -1.923 2.913
weapon_ttt_glock	675.8266 -2907.1035 160.5085	-1.019 26.694 92.015
weapon_ttt_glock	700.9633 -2911.6392 160.5628	-0.598 26.576 90.965
weapon_ttt_glock	728.3003 -2905.3650 160.4963	-1.108 26.656 92.263
weapon_ttt_glock	-7.4881 -3430.7979 776.5013	-1.102 26.460 92.075
weapon_ttt_glock	-334.2338 -750.6641 -255.5091	-1.148 26.634 92.373
weapon_ttt_glock	-1102.1444 -356.7932 8.5042	-1.050 26.685 92.101
weapon_ttt_glock	-872.1044 1468.0494 -247.4885	-0.949 26.843 91.202
weapon_ttt_glock	235.3973 1349.2252 -49.6606	-5.303 26.199 92.027
weapon_ttt_glock	1308.0863 -288.9642 33.4402	-4.920 12.631 68.616
weapon_ttt_glock	-544.7858 -263.4290 264.4927	-1.135 26.635 92.335
ttt_random_ammo	640.8294 -3252.2966 520.3400	0.048 0.000 -0.023
ttt_random_ammo	653.3861 -3270.5952 520.4289	1.482 0.035 1.801
ttt_random_ammo	635.4846 -3267.1563 520.3534	0.055 0.000 -0.007
ttt_random_ammo	934.0902 520.1927 7.5670	-3.135 -3.372 7.676
ttt_random_ammo	31.7133 455.8630 6.1097	71.378 179.348 159.432
ttt_random_ammo	20.2409 459.7089 10.3777	62.469 178.883 -176.161
ttt_random_ammo	29.2901 484.6155 6.3705	-15.829 -151.114 -97.184
ttt_random_ammo	640.8294 -3252.2966 520.3400	0.048 0.000 -0.023
ttt_random_ammo	653.3861 -3270.5952 520.4289	1.482 0.035 1.801
ttt_random_ammo	635.4846 -3267.1563 520.3534	0.055 0.000 -0.007
ttt_random_ammo	934.0902 520.1927 7.5670	-3.135 -3.372 7.676
ttt_random_ammo	31.7133 455.8630 6.1097	71.378 179.348 159.432
ttt_random_ammo	20.2409 459.7089 10.3777	62.469 178.883 -176.161
ttt_random_ammo	29.2901 484.6155 6.3705	-15.829 -151.114 -97.184
weapon_zm_mac10	387.7436 -3310.0381 649.2215	-0.124 -34.450 -88.215
weapon_zm_mac10	407.1038 -3478.0845 808.2499	-0.220 -39.554 -88.310
weapon_zm_mac10	573.2026 -2375.6125 1.2588	-0.254 -37.349 -88.818
weapon_zm_mac10	-479.5910 -157.6521 176.6340	0.274 -51.509 -88.620
weapon_zm_mac10	-549.0677 1370.5840 162.9095	-0.090 -135.430 87.809
weapon_zm_mac10	-386.6504 1234.8118 40.4028	0.173 -61.863 -88.304
weapon_zm_mac10	-865.2803 1382.9860 -246.7990	-0.575 -39.606 -88.299
weapon_zm_mac10	-867.3555 1343.4607 -246.6176	0.409 -13.551 -88.460
weapon_zm_mac10	-847.2369 1349.7286 -246.8469	-0.704 37.733 -87.753
weapon_zm_mac10	774.3866 -203.2306 37.3359	-3.807 69.886 91.648
item_ammo_357_ttt	629.7737 -3363.7432 807.5283	0.477 0.047 0.001
item_ammo_357_ttt	627.7156 -3382.2058 807.5172	0.477 0.064 0.009
item_ammo_357_ttt	1196.8330 -2325.8813 8.2093	-1.983 -0.080 0.256
item_ammo_357_ttt	1192.8083 -2313.8142 8.0582	-0.087 -0.154 -0.878
item_ammo_357_ttt	1128.7405 2297.4680 34.3706	5.866 3.682 1.826
item_ammo_357_ttt	1113.0491 2300.9836 37.6211	5.607 1.764 23.911
item_ammo_357_ttt	1101.5306 2300.8809 37.4808	9.630 -0.844 1.289
item_ammo_357_ttt	-516.7858 -624.4861 551.5270	0.491 -0.040 -0.001
item_ammo_357_ttt	-545.9503 -614.9908 552.8557	0.461 -1.565 19.132
item_ammo_357_ttt	-557.2816 -610.0984 551.4785	0.464 -0.059 -0.016
item_ammo_357_ttt	-706.0344 27.3277 551.5302	0.473 -2.376 0.012
item_ammo_357_ttt	-694.2923 24.8488 556.2047	0.004 -12.937 -89.990
item_ammo_357_ttt	-685.7307 32.4419 551.4828	0.460 0.039 0.018
item_ammo_357_ttt	-868.0656 1305.8007 -247.6900	0.446 0.073 0.064
item_ammo_357_ttt	-856.7396 1307.8140 -247.6537	0.453 0.062 0.049
item_ammo_357_ttt	-846.8706 1308.5911 -247.6039	0.463 0.055 0.030
item_ammo_357_ttt	-841.2844 1298.0347 -247.5440	0.553 -0.306 -0.254
item_ammo_revolver_ttt	522.2891 -2214.9888 11.2508	88.793 -6.214 -4.639
item_ammo_revolver_ttt	517.4589 -2215.8127 8.4363	-0.192 -3.726 -0.000
item_ammo_revolver_ttt	1399.6877 -932.1497 8.3304	0.450 0.068 0.056
item_ammo_revolver_ttt	1391.7626 -919.7180 8.3386	0.452 0.065 0.053
item_ammo_revolver_ttt	1122.9807 2253.5693 34.0956	6.501 -0.382 0.246
item_ammo_revolver_ttt	1138.1969 2262.8430 35.8084	84.166 177.209 -171.896
item_ammo_revolver_ttt	1135.4923 2253.4587 33.0007	6.247 2.881 0.591
item_ammo_revolver_ttt	-682.5463 149.3611 -255.6829	0.447 0.073 0.061
item_ammo_revolver_ttt	-662.7686 149.5269 -255.5837	0.751 -0.306 -0.951
item_ammo_revolver_ttt	-673.4689 132.0510 -255.6214	0.460 0.056 0.037
item_ammo_revolver_ttt	-307.8789 1124.5720 160.3154	0.462 0.075 0.056
item_ammo_revolver_ttt	-316.4556 1131.9003 160.3906	0.470 0.057 0.029
item_ammo_revolver_ttt	-323.0909 1141.9624 160.3450	0.465 0.064 0.045
item_ammo_revolver_ttt	-835.4852 1467.2098 -247.6634	0.451 0.065 0.053
item_ammo_revolver_ttt	-829.7761 1444.4041 -247.6200	0.460 0.056 0.036
item_ammo_revolver_ttt	-821.2127 1472.7289 -247.6675	0.450 0.065 0.055
weapon_zm_rifle	644.9667 -3376.4980 808.4726	3.310 11.135 65.681
weapon_zm_rifle	1216.9478 -2362.5713 10.1652	2.681 14.731 65.258
weapon_zm_rifle	1117.4065 2309.0688 37.9118	-1.273 11.640 97.578
weapon_zm_rifle	-537.2778 -607.8065 554.3799	-6.565 8.191 107.550
weapon_zm_rifle	-709.4205 19.4969 552.4365	3.330 14.536 65.274
weapon_zm_rifle	-861.1542 1289.4779 -246.6910	3.339 9.187 64.916
weapon_zm_rifle	-845.1594 1263.6138 -246.6327	3.271 11.796 65.232
weapon_ttt_smokegrenade	-810.0299 1343.8528 -243.4095	2.646 -0.129 -2.729
weapon_ttt_smokegrenade	-801.9340 1328.1112 -246.3012	-52.031 53.269 90.308
weapon_ttt_smokegrenade	-771.1538 1300.2089 -246.2771	36.044 161.606 -90.569
weapon_ttt_smokegrenade	-3.6470 -3656.7388 780.5964	2.435 -0.125 -2.506
weapon_ttt_smokegrenade	-873.2322 -481.4646 12.5655	3.309 -0.129 -3.416
weapon_ttt_smokegrenade	-696.0945 -745.5766 -251.4640	1.675 0.008 -1.515
weapon_ttt_smokegrenade	-703.6484 -735.6754 -251.3850	1.966 -0.119 -2.027
weapon_ttt_smokegrenade	1104.2483 1723.4602 140.5188	0.434 0.004 -0.116
weapon_ttt_smokegrenade	1096.8110 1735.1644 140.5979	2.464 -0.126 -2.545
weapon_ttt_smokegrenade	214.5658 637.2300 -28.8390	2.957 0.132 2.977
weapon_ttt_smokegrenade	227.2995 633.4704 -28.7444	-1.055 -0.005 0.355
weapon_ttt_confgrenade	-824.3207 1355.0782 -244.4691	1.411 0.139 -0.361
weapon_ttt_confgrenade	-839.2629 1339.8013 -244.4727	1.455 0.147 -0.372
weapon_ttt_confgrenade	-820.8970 1339.3151 -244.4709	1.433 0.142 -0.366
weapon_ttt_confgrenade	649.0975 -3642.0032 779.5240	1.844 0.261 -0.767
weapon_ttt_confgrenade	634.0571 -3641.4910 779.5568	1.363 0.261 -0.567
weapon_ttt_confgrenade	659.2892 -3264.7339 426.6753	0.454 -0.037 -0.338
weapon_ttt_confgrenade	653.0545 -3272.9473 426.6475	0.835 0.108 -0.541
weapon_ttt_confgrenade	-145.8888 -2831.5918 11.5505	1.177 0.138 -0.301
weapon_ttt_confgrenade	-139.0379 -2832.7112 9.9206	28.244 40.218 106.499
weapon_ttt_confgrenade	-327.2932 -642.7653 522.1614	89.938 84.557 179.905
weapon_ttt_confgrenade	-355.7118 -634.2358 554.6370	0.304 0.301 0.502
weapon_ttt_confgrenade	-354.3278 -623.8568 554.5652	0.156 0.021 0.402
weapon_ttt_confgrenade	-365.8560 22.4069 426.7046	-1.302 -0.622 0.272
weapon_ttt_confgrenade	-377.2650 23.3627 426.6499	-0.072 0.024 0.111
weapon_ttt_confgrenade	-386.8212 22.4249 426.6074	0.076 -0.141 0.764
weapon_ttt_confgrenade	1313.5635 -304.6913 31.2477	-62.580 39.527 -132.183
weapon_ttt_confgrenade	-475.0190 -353.5891 522.1164	-52.229 -0.455 96.552
