# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_canyon_a4
# Exported by: LeetPete
setting:	replacespawns 0
item_ammo_smg1_ttt	-1481.5270 -2268.6511 448.4223	0.473 -0.004 0.306
item_ammo_smg1_ttt	-1459.1260 -2242.1287 449.4783	10.571 -0.441 -0.189
item_ammo_smg1_ttt	-897.2850 -2505.9807 705.9512	-15.145 -0.685 0.458
item_ammo_smg1_ttt	-883.8375 -2505.6201 705.7480	4.928 0.155 -5.237
item_ammo_smg1_ttt	-2969.8501 835.8590 706.0419	-16.288 -0.441 0.074
item_ammo_smg1_ttt	-2990.1160 821.3287 704.4223	0.472 -0.004 0.305
item_ammo_smg1_ttt	-262.9275 -257.5821 704.5118	-0.825 0.038 -0.198
item_ammo_smg1_ttt	-280.9824 -253.1724 704.4808	0.214 0.001 0.022
item_ammo_smg1_ttt	-1484.3470 865.5527 704.5498	-0.154 0.014 -0.011
item_ammo_smg1_ttt	-1495.8098 841.3392 704.4326	0.841 -0.001 0.552
weapon_zm_shotgun	-864.7892 -1593.2186 450.4112	9.437 -0.162 -0.381
weapon_ttt_m16	-1458.9758 -2233.0608 705.1769	2.240 -8.489 84.453
weapon_ttt_m16	-51.7593 31.3911 1153.1670	2.349 -6.062 84.313
weapon_ttt_m16	-294.7267 -11.3438 705.0887	1.872 -7.721 84.115
weapon_ttt_m16	-1665.6622 939.0414 944.8915	-0.413 -1.198 82.980
weapon_ttt_m16	449.4893 1093.3877 1153.1630	2.036 -7.601 84.346
weapon_ttt_m16	-1020.3293 -1704.7112 577.1373	1.967 -7.835 84.453
weapon_zm_molotov	-2.8567 32.3284 708.6082	2.091 -0.121 -2.147
weapon_zm_molotov	-46.3645 108.1916 708.5963	2.434 -0.125 -2.505
weapon_zm_molotov	-44.3366 71.3291 708.5142	0.347 0.002 -0.022
weapon_zm_molotov	-1658.3715 966.1393 948.6036	2.220 -0.126 -2.280
weapon_zm_molotov	-1524.2555 1097.7961 945.6078	0.618 48.148 89.777
weapon_zm_molotov	-99.5923 -2346.3884 580.5396	0.239 -0.194 -0.047
weapon_zm_molotov	-108.9641 -2331.8523 580.5767	0.177 -0.219 -0.033
item_box_buckshot_ttt	-866.3308 -1607.8112 448.4308	-0.636 -0.007 0.564
item_box_buckshot_ttt	-848.6732 -1609.0271 448.3810	-0.170 0.001 0.219
item_box_buckshot_ttt	-856.1901 -1615.9071 448.4550	1.397 -0.094 -0.343
weapon_zm_sledge	-3167.2703 -327.1932 452.4131	18.440 0.270 2.895
weapon_zm_sledge	-1854.4984 1291.1586 1156.3438	18.159 0.669 1.961
weapon_zm_sledge	-103.7100 -2221.8977 452.3933	18.466 9.055 2.280
weapon_ttt_glock	-832.5828 -1749.1099 448.5271	-0.829 25.759 91.781
weapon_ttt_glock	-542.6741 -2022.6697 704.5311	-0.808 25.764 91.678
weapon_ttt_glock	-4569.1235 -999.1778 704.5291	-0.867 26.716 91.596
weapon_ttt_glock	-1784.9249 1317.2301 1152.4965	-1.142 26.452 92.167
weapon_ttt_glock	-246.7919 -246.7029 1152.5167	-0.884 25.728 92.046
weapon_ttt_glock	414.8942 1060.7106 1152.4432	-1.494 28.118 91.831
weapon_zm_mac10	-1479.6467 -2227.3535 449.4310	0.030 -43.412 -89.789
weapon_zm_mac10	-899.4022 -2510.5906 705.3871	-0.277 -42.686 -89.835
weapon_zm_mac10	-2972.6978 830.2444 705.2686	-0.239 -35.997 -88.875
weapon_zm_mac10	-260.4773 -237.0791 705.1942	-0.136 -34.429 -88.007
weapon_zm_mac10	-1481.2482 861.8400 705.2390	-0.117 -34.458 -88.349
item_ammo_357_ttt	-548.3036 -2092.5056 704.4031	-0.131 -0.693 -0.341
item_ammo_357_ttt	-558.6096 -2093.4041 704.4265	1.050 -0.459 -1.021
item_ammo_357_ttt	-4583.8530 -141.4960 704.3366	0.451 0.065 0.053
item_ammo_357_ttt	-4571.6143 -144.9516 704.3518	0.454 0.060 0.047
item_ammo_357_ttt	-1514.5194 632.4589 1544.3853	0.461 0.055 0.034
item_ammo_357_ttt	-1524.5864 628.9905 1544.3424	0.452 0.061 0.051
item_ammo_357_ttt	-465.4891 -476.8977 1152.3486	0.465 0.064 0.044
item_ammo_357_ttt	-459.0364 -473.4595 1152.3351	0.464 0.067 0.049
item_ammo_revolver_ttt	-1495.5433 -2050.1045 448.3391	0.464 0.067 0.048
item_ammo_revolver_ttt	-1480.8292 -2053.8083 448.3289	0.463 0.070 0.051
item_ammo_revolver_ttt	-1498.3311 -2062.1633 448.3673	0.467 0.060 0.037
item_ammo_revolver_ttt	-3782.0002 -988.7136 704.3481	0.454 0.062 0.049
item_ammo_revolver_ttt	-3778.9253 -972.2624 704.4179	0.467 0.054 0.021
item_ammo_revolver_ttt	-3766.9946 -970.8575 704.3729	0.459 0.057 0.039
item_ammo_revolver_ttt	-12.2224 485.1475 704.3500	0.454 0.061 0.049
item_ammo_revolver_ttt	9.9977 451.2166 704.4025	0.464 0.053 0.027
item_ammo_revolver_ttt	-6.0298 463.0096 704.3587	0.455 0.059 0.045
item_ammo_revolver_ttt	-264.6551 1363.1639 1595.0131	-15.961 4.620 -0.150
item_ammo_revolver_ttt	-272.2265 1362.5575 1594.1240	0.680 0.741 -0.001
item_ammo_revolver_ttt	-282.0768 1357.8107 1594.0824	0.447 0.073 0.063
item_ammo_revolver_ttt	-96.3065 -2289.9338 576.3748	0.468 0.059 0.035
item_ammo_revolver_ttt	-89.0298 -2310.1572 576.3289	0.464 0.070 0.051
weapon_zm_rifle	-549.3022 -2081.9478 705.3229	3.320 10.253 64.790
weapon_zm_rifle	-4580.3403 -173.1151 705.3455	3.271 13.164 64.938
weapon_zm_rifle	-1531.7323 647.4861 1545.3882	3.306 12.053 65.486
weapon_zm_rifle	-474.6565 -488.2216 1153.3690	3.322 11.534 65.225
weapon_zm_rifle	-621.0969 -2028.5371 449.3736	3.324 12.387 65.240
weapon_zm_rifle	-752.8793 -2028.5375 577.3644	3.331 12.783 65.216
weapon_ttt_smokegrenade	-567.6721 -2520.6387 708.5587	0.207 -0.209 -0.040
weapon_ttt_smokegrenade	-546.6066 -2503.6536 708.5436	0.232 -0.195 -0.046
weapon_ttt_smokegrenade	-1466.0262 -2506.0190 708.5457	0.229 -0.195 -0.045
weapon_ttt_smokegrenade	-1468.9910 -2494.0815 708.5605	0.204 -0.210 -0.039
weapon_ttt_confgrenade	-1951.3754 1176.7675 1155.5525	1.426 0.260 -0.594
weapon_ttt_confgrenade	-1941.8756 1195.0603 1155.5383	1.633 0.259 -0.680
weapon_ttt_confgrenade	-1935.8140 1179.3872 1155.5525	1.426 0.260 -0.594
