# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: dm_richland
# Exported by: LeetPete
setting:	replacespawns 0
item_ammo_pistol_ttt	-311.6578 1589.1094 -63.6886	0.000 0.000 0.000
item_ammo_pistol_ttt	208.0065 1546.9056 -63.6886	0.000 0.000 0.000
item_ammo_pistol_ttt	219.7847 1548.7450 -63.6886	0.000 0.000 0.000
item_ammo_pistol_ttt	228.8818 1550.1866 -63.6886	0.000 0.000 0.000
item_ammo_pistol_ttt	68.4350 55.4923 -127.6063	0.000 0.000 0.000
weapon_zm_revolver	618.7159 -533.1803 309.9299	2.046 -21.841 -85.716
weapon_zm_revolver	634.8994 -531.8369 309.9292	2.833 -24.088 -83.383
weapon_zm_revolver	-638.8833 -524.4150 309.9169	1.944 -20.511 -85.893
weapon_zm_revolver	-621.0593 -522.0767 309.9244	2.661 -19.879 -83.868
weapon_zm_revolver	-380.8569 1564.0958 -62.0684	2.685 -21.580 -83.702
weapon_zm_revolver	-753.3536 137.5554 85.8698	1.575 -16.136 -86.534
weapon_zm_revolver	-692.6295 27.3139 85.8471	1.398 -12.616 -86.842
weapon_zm_revolver	-749.7266 -122.4918 21.9067	2.429 -18.512 -83.785
weapon_zm_revolver	-663.3681 -22.0759 87.9636	21.590 -8.344 -44.540
weapon_zm_revolver	-592.7745 -33.7136 21.9392	2.119 -20.549 -85.588
weapon_zm_revolver	-493.6173 -123.4065 21.9147	2.542 -20.430 -83.641
weapon_zm_revolver	-536.3783 129.9647 21.9336	2.407 -18.733 -84.339
weapon_zm_revolver	-584.6598 26.2412 88.1204	22.946 -11.336 -42.478
weapon_zm_revolver	527.4181 137.5506 85.8801	1.655 -15.892 -86.395
weapon_zm_revolver	564.8331 27.4821 85.8938	1.763 -15.697 -86.208
weapon_zm_revolver	469.5302 -20.8006 85.7447	0.585 -37.720 -86.006
weapon_zm_revolver	511.2366 -124.8756 21.8870	2.468 -20.503 -83.167
weapon_zm_revolver	543.4531 -123.6956 21.9192	2.533 -25.146 -83.833
weapon_zm_revolver	757.6985 -130.6855 85.9335	3.162 -40.992 -82.879
weapon_zm_revolver	791.6750 -28.6365 21.8903	2.465 -19.755 -83.240
weapon_zm_revolver	753.1777 130.4797 21.9488	2.411 -24.877 -84.562
weapon_zm_revolver	690.5564 27.8619 85.8555	1.463 -20.358 -86.729
weapon_zm_revolver	909.2939 223.6651 177.9415	2.137 -22.081 -85.557
weapon_zm_revolver	718.3957 121.2379 60.0295	0.000 0.000 0.000
weapon_zm_revolver	-640.3750 -1309.1630 -117.6426	0.000 0.000 0.000
item_ammo_smg1_ttt	530.7862 1490.7103 17.4440	-0.088 -0.088 -0.030
item_ammo_smg1_ttt	587.1761 1768.9056 48.4526	0.077 0.077 -0.029
item_ammo_smg1_ttt	-608.0211 1840.0405 80.4846	0.057 0.076 -0.019
item_ammo_smg1_ttt	-257.0325 376.5495 176.4498	0.077 0.011 -0.028
item_ammo_smg1_ttt	143.2371 -1214.0028 32.7168	0.376 -0.016 -0.292
item_ammo_smg1_ttt	241.9907 -445.3523 176.3760	0.000 0.000 0.000
item_ammo_smg1_ttt	266.8532 -443.1355 176.3760	0.000 0.000 0.000
item_ammo_smg1_ttt	849.4656 246.1304 176.3760	0.000 0.000 0.000
item_ammo_smg1_ttt	140.8263 -1168.5410 32.5746	0.000 0.000 0.000
item_ammo_smg1_ttt	-588.3752 1840.5222 80.3760	0.000 0.000 0.000
item_ammo_smg1_ttt	-596.3227 1990.4657 -56.5403	0.000 0.000 0.000
item_ammo_smg1_ttt	-582.4321 1991.3210 -56.5367	0.000 0.000 0.000
weapon_zm_shotgun	-635.2159 -96.3492 230.4372	9.478 3.316 -4.484
weapon_zm_shotgun	622.8298 -97.0985 230.4035	9.291 5.076 -17.803
weapon_zm_shotgun	622.7809 95.6293 230.4379	9.480 3.328 -4.806
weapon_zm_shotgun	448.7508 -32.1204 58.9565	-0.392 5.704 -84.071
weapon_zm_shotgun	-495.5588 264.7434 16.9192	-0.327 -54.705 -83.578
weapon_zm_shotgun	-843.5130 -292.7469 176.9333	-0.367 5.712 -83.808
weapon_zm_shotgun	0.1316 318.8086 -127.0128	-0.044 4.040 -83.530
weapon_zm_shotgun	626.1054 521.8282 309.2541	-0.407 8.572 83.863
weapon_zm_shotgun	-631.4352 526.9315 309.2661	-0.430 9.624 84.183
weapon_zm_shotgun	1209.9053 1740.5580 26.3052	-6.008 -9.099 -89.459
weapon_zm_shotgun	-1053.8744 1619.2024 40.9897	-0.110 3.991 -83.673
weapon_zm_shotgun	-558.2734 1963.6880 226.3442	9.456 0.257 0.825
weapon_zm_shotgun	-586.6006 1623.7429 82.3596	9.453 0.283 0.701
weapon_zm_shotgun	258.0570 1904.1127 81.4133	-0.650 9.713 89.975
weapon_zm_shotgun	273.2597 370.9056 176.9359	-0.376 5.725 -83.986
weapon_zm_shotgun	-409.5070 -245.2002 178.3143	9.471 0.312 1.162
weapon_zm_shotgun	743.5566 -117.2448 58.9127	-0.351 5.726 -83.736
weapon_zm_shotgun	1383.5156 -1450.5726 71.9682	-0.172 3.244 -83.815
weapon_zm_shotgun	796.3499 -1091.5485 -140.7264	-0.446 10.803 84.388
weapon_zm_shotgun	-1118.2061 -1338.4873 153.2504	-0.423 9.740 83.831
weapon_zm_shotgun	-412.7755 1945.0289 80.9556	-0.380 5.675 -83.928
weapon_zm_shotgun	-34.7374 -42.1538 -126.7310	-0.286 8.640 83.838
weapon_zm_shotgun	-586.5745 1574.2338 81.0404	-0.888 -9.831 -88.540
weapon_zm_shotgun	926.5959 -451.9189 271.0056	0.000 0.000 0.000
weapon_ttt_m16	-687.0987 137.6063 490.8399	-19.312 30.274 73.358
weapon_ttt_m16	623.3046 60.3619 570.2820	2.088 -12.325 -85.198
weapon_ttt_m16	-26.0256 56.4941 -125.6722	2.267 1.152 -85.153
weapon_ttt_m16	-693.9977 -1017.2805 47.6107	0.000 0.000 0.000
weapon_ttt_m16	290.1614 91.1001 59.6870	0.000 0.000 0.000
weapon_ttt_m16	-313.2854 1572.5623 -59.2357	0.000 0.000 0.000
weapon_ttt_m16	255.2727 1565.6873 -38.7915	0.000 0.000 0.000
weapon_zm_molotov	-791.6227 23.3424 88.6559	-0.506 1.124 4.560
weapon_zm_molotov	-693.5083 21.9302 21.6021	10.346 81.142 89.820
weapon_zm_molotov	-787.8546 -24.4875 88.6298	0.418 11.930 4.923
weapon_zm_molotov	-752.5338 -135.7577 88.5833	4.855 0.294 3.601
weapon_zm_molotov	-530.6097 -134.8782 88.6691	-0.251 1.149 2.307
weapon_zm_molotov	-465.6904 -46.2190 21.7947	9.677 -95.221 -90.003
weapon_zm_molotov	-572.0811 35.4525 24.6218	1.402 0.128 1.276
weapon_zm_molotov	-501.7205 135.3155 88.6067	5.530 0.023 0.614
weapon_zm_molotov	471.2040 37.2020 21.5584	74.802 75.608 96.028
weapon_zm_molotov	491.5263 124.3173 24.6278	0.540 -0.207 3.772
weapon_zm_molotov	464.0865 -46.0691 21.8267	-23.812 -96.070 -89.893
weapon_zm_molotov	666.3572 -46.1118 21.8067	-79.726 -97.360 -89.877
weapon_zm_molotov	729.5455 -134.6131 88.6660	0.028 1.163 1.762
weapon_zm_molotov	726.4826 135.1146 88.6593	-0.450 1.133 4.071
weapon_zm_molotov	753.7700 133.7731 88.6685	-0.252 1.150 2.388
weapon_zm_molotov	455.5479 120.9335 50.2133	24.587 156.826 89.946
weapon_zm_molotov	595.7762 -124.3057 50.1909	35.688 47.427 89.976
weapon_zm_molotov	809.1667 -130.7349 50.2834	-24.841 -25.113 91.620
weapon_zm_molotov	669.8896 134.2960 50.4531	-36.377 -91.825 -90.492
weapon_zm_molotov	-802.6649 121.2857 50.2246	-8.677 151.339 89.935
weapon_zm_molotov	-679.4365 -123.5238 50.2451	63.709 -61.082 89.662
weapon_zm_molotov	-441.8615 -128.2602 50.2227	70.675 -132.302 -89.917
weapon_zm_molotov	-588.8726 134.5746 50.3877	-34.553 -89.748 -90.080
weapon_zm_molotov	795.7809 55.2467 193.2054	0.000 0.000 0.000
weapon_zm_molotov	793.6464 47.2368 188.7664	0.000 0.000 0.000
weapon_zm_molotov	52.5338 1843.8641 84.7664	0.000 0.000 0.000
weapon_zm_molotov	464.0489 53.8078 61.6295	0.000 0.000 0.000
weapon_zm_molotov	449.6999 -115.7412 63.6583	0.000 0.000 0.000
weapon_zm_molotov	1012.5696 -250.6823 225.5430	0.000 0.000 0.000
weapon_zm_molotov	840.3649 264.6748 180.7664	0.000 0.000 0.000
weapon_zm_sledge	-1145.1721 -1206.2441 283.0891	1.854 11.810 88.363
item_box_buckshot_ttt	-1007.1091 -310.9842 176.3633	-0.127 -0.395 0.063
item_box_buckshot_ttt	47.2447 310.3868 -127.5609	-0.061 -0.482 0.030
item_box_buckshot_ttt	-51.5419 307.4846 -127.6065	-0.088 -0.075 -0.052
item_box_buckshot_ttt	-597.0051 38.9885 58.3799	0.112 0.470 0.052
item_box_buckshot_ttt	585.4355 -39.3717 58.3909	-0.103 -0.612 0.042
item_box_buckshot_ttt	936.6910 -348.6420 213.4067	0.627 0.140 0.792
item_box_buckshot_ttt	663.8969 1.4417 308.4536	-0.181 1.407 0.133
item_box_buckshot_ttt	-567.4771 -546.8051 19.9447	89.392 174.229 -0.325
item_box_buckshot_ttt	522.2599 -249.4311 231.4287	-0.071 -0.349 0.039
item_box_buckshot_ttt	258.5368 242.7357 264.4007	-0.093 0.186 -0.053
item_box_buckshot_ttt	-598.3112 -364.8032 222.3633	-0.096 -0.494 -0.102
item_box_buckshot_ttt	-562.2617 -367.0368 242.3803	-0.137 0.223 0.056
item_box_buckshot_ttt	1439.8337 -1455.2100 71.3722	-0.120 -0.423 0.061
item_box_buckshot_ttt	-404.2965 1916.2971 80.3656	-0.121 0.197 -0.070
item_box_buckshot_ttt	786.8985 -35.5348 58.3998	-0.091 0.191 0.076
item_box_buckshot_ttt	-548.9217 1949.5349 224.4636	-0.380 -0.006 0.338
item_box_buckshot_ttt	-539.8727 1952.0591 224.4175	-0.739 -0.006 0.656
item_box_buckshot_ttt	1410.6102 -1461.8326 71.3505	0.837 0.002 -0.670
item_box_buckshot_ttt	1398.6234 -1461.7064 71.3771	0.472 0.018 -0.293
item_box_buckshot_ttt	934.8167 -362.4688 213.2775	0.000 0.000 0.000
item_box_buckshot_ttt	531.3246 -118.5756 176.3251	0.000 0.000 0.000
item_box_buckshot_ttt	528.2612 -108.4580 183.3901	0.000 0.000 0.000
item_box_buckshot_ttt	795.1818 89.0100 187.4765	0.000 0.000 0.000
item_box_buckshot_ttt	788.7255 81.0306 194.8734	0.000 0.000 0.000
item_box_buckshot_ttt	-252.7632 -244.3686 176.3251	0.000 0.000 0.000
item_box_buckshot_ttt	-264.6283 -244.3860 176.3251	0.000 0.000 0.000
item_box_buckshot_ttt	-380.1150 1929.1326 80.3251	0.000 0.000 0.000
item_box_buckshot_ttt	0.4960 -54.5015 -127.6749	0.000 0.000 0.000
item_box_buckshot_ttt	23.9864 -42.1670 -127.6749	0.000 0.000 0.000
item_box_buckshot_ttt	332.7365 1952.7736 168.1449	0.000 0.000 0.000
item_box_buckshot_ttt	329.7984 1935.6771 168.1508	0.000 0.000 0.000
item_box_buckshot_ttt	330.2115 1889.3719 167.3924	0.000 0.000 0.000
weapon_zm_mac10	-302.6096 -51.5075 368.7682	-2.605 94.552 -64.033
weapon_zm_mac10	621.8602 -45.0542 575.6903	29.561 -40.900 -43.615
weapon_zm_mac10	-9.0276 61.6858 -124.5621	10.842 -63.877 85.246
weapon_zm_mac10	-661.0589 1904.3358 65.2826	-0.097 -38.861 -87.534
weapon_zm_mac10	464.4719 -359.4161 177.2545	-0.477 -7.659 -88.745
weapon_zm_mac10	460.8506 -270.7059 177.2737	-0.396 -5.404 -88.640
weapon_zm_mac10	-659.7784 354.4513 222.8905	-0.112 56.870 86.561
weapon_zm_mac10	679.5559 -377.7372 222.9581	0.041 56.080 86.980
weapon_zm_mac10	621.9102 1522.8162 276.9312	0.365 6.181 87.128
weapon_zm_mac10	994.1279 255.1072 182.6616	0.000 0.000 0.000
weapon_zm_mac10	-430.2893 97.1576 227.1335	0.000 0.000 0.000
weapon_zm_mac10	130.9342 -1187.0909 38.8602	0.000 0.000 0.000
weapon_zm_mac10	-588.7696 1815.3711 86.6616	0.000 0.000 0.000
weapon_zm_mac10	580.3858 1617.4971 54.6616	0.000 0.000 0.000
item_ammo_357_ttt	-523.9108 285.3438 82.9830	1.980 0.222 0.007
item_ammo_357_ttt	-523.8173 275.4357 83.0018	1.780 0.501 -0.415
item_ammo_357_ttt	-258.2617 -73.8127 210.0615	0.655 1.138 -0.708
item_ammo_357_ttt	523.4105 256.0491 82.9520	0.089 -0.378 0.264
item_ammo_357_ttt	-656.9742 36.9598 58.3477	0.567 0.220 0.129
item_ammo_357_ttt	-318.9097 1946.0588 114.3939	0.595 0.064 0.311
item_ammo_357_ttt	733.5180 270.5664 81.6986	0.624 -0.102 0.214
item_ammo_357_ttt	733.5197 260.5656 81.6883	0.714 -0.054 0.242
item_ammo_357_ttt	523.0369 -311.0608 231.3565	0.567 0.181 0.113
item_ammo_357_ttt	626.5820 449.8232 308.4492	0.522 -1.047 -0.327
item_ammo_357_ttt	-627.6359 -450.3412 308.4057	0.740 -0.259 0.481
item_ammo_357_ttt	630.7756 1986.2957 276.3171	0.447 0.073 0.061
item_ammo_357_ttt	623.4886 1961.9508 280.5823	-0.075 4.231 90.499
item_ammo_357_ttt	524.3139 -325.2475 231.3071	0.000 0.000 0.000
item_ammo_357_ttt	518.1783 -334.4153 234.6589	0.000 0.000 0.000
item_ammo_revolver_ttt	901.7206 246.0025 176.3609	0.467 0.060 0.040
item_ammo_revolver_ttt	910.9561 243.5654 176.3200	0.463 0.075 0.054
item_ammo_revolver_ttt	904.1198 231.8528 176.3449	0.465 0.064 0.045
item_ammo_revolver_ttt	739.9972 130.3425 58.3071	0.000 0.000 0.000
item_ammo_revolver_ttt	750.0466 128.5620 58.3071	0.000 0.000 0.000
item_ammo_revolver_ttt	-369.4016 1576.9702 -63.6929	0.000 0.000 0.000
item_ammo_revolver_ttt	-373.6815 1587.8093 -57.3214	0.000 0.000 0.000
item_ammo_revolver_ttt	-379.8091 1580.9010 -62.8131	0.000 0.000 0.000
item_ammo_revolver_ttt	-640.3593 -1315.4347 -112.9090	0.000 0.000 0.000
item_ammo_revolver_ttt	-646.4846 -1315.0906 -118.8171	0.000 0.000 0.000
item_ammo_revolver_ttt	-642.0961 -1302.1359 -113.9202	0.000 0.000 0.000
weapon_zm_rifle	-34.8958 1811.7875 125.3614	3.312 14.826 65.094
weapon_zm_rifle	-801.8887 39.1462 59.4559	2.714 10.536 67.233
weapon_zm_rifle	-335.7399 -215.2058 177.3814	6.282 7.073 -0.791
weapon_zm_rifle	505.7905 122.3165 59.3834	6.255 4.606 -0.666
weapon_zm_rifle	511.8430 -352.5387 177.3853	3.307 162.207 65.423
weapon_zm_rifle	627.9162 1972.8789 277.3727	3.116 15.134 65.698
weapon_ttt_smokegrenade	-1553.0786 1137.1132 5.7664	0.000 0.000 0.000
weapon_ttt_smokegrenade	-1550.4642 1146.9473 5.7664	0.000 0.000 0.000
weapon_ttt_smokegrenade	-1544.9594 1137.8856 5.7664	0.000 0.000 0.000
weapon_ttt_smokegrenade	-1549.9830 1133.1361 5.7664	0.000 0.000 0.000
weapon_ttt_smokegrenade	-544.6887 1992.5649 -37.5705	0.000 0.000 0.000
weapon_ttt_smokegrenade	-95.0209 1861.5594 124.2619	0.000 0.000 0.000
weapon_ttt_smokegrenade	-397.7841 1950.6069 87.2690	0.000 0.000 0.000
weapon_ttt_smokegrenade	594.2299 1572.0823 52.7664	0.000 0.000 0.000
weapon_ttt_smokegrenade	1008.7817 35.0411 20.7664	0.000 0.000 0.000
weapon_ttt_smokegrenade	1001.7095 34.6024 20.7664	0.000 0.000 0.000
