# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_arctic_complex
# Exported by: Captain British
setting:	replacespawns 1
item_ammo_pistol_ttt	3546.9807 -640.2542 768.4083	-0.079 -0.020 -0.024
item_ammo_pistol_ttt	3570.4241 -626.1385 768.3628	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	2373.1335 -2345.6182 163.6471	-0.095 0.019 0.011
item_ammo_pistol_ttt	425.8450 106.7372 -1599.5394	0.252 -0.079 0.167
item_ammo_pistol_ttt	429.3322 88.1523 -1599.5007	0.780 1.045 -0.257
item_ammo_pistol_ttt	-991.2949 -451.2444 -1545.3575	-0.290 90.052 0.022
item_ammo_pistol_ttt	2038.5687 1457.2028 0.3688	-0.113 -0.020 -0.033
item_ammo_pistol_ttt	1518.2024 1352.3922 34.3238	-0.449 -0.028 -0.112
weapon_zm_revolver	1302.2988 -1919.1447 154.5670	2.345 -12.289 -85.107
weapon_zm_revolver	-445.4550 -1438.4771 -1372.4292	2.423 -20.086 -84.920
weapon_zm_revolver	-784.9886 55.3182 -1565.6686	2.455 -20.349 -83.490
weapon_zm_revolver	1739.2059 596.5377 -254.0477	2.604 -20.165 -84.282
weapon_zm_revolver	1244.0514 1380.3297 21.2241	2.087 -18.711 -83.221
weapon_zm_revolver	1462.9897 -1816.6123 28.3441	5.258 -26.403 -78.456
weapon_zm_revolver	1907.4896 -2026.8513 42.4905	2.565 -20.518 -83.446
weapon_zm_revolver	-1182.1990 2051.4817 35.3000	2.855 -22.751 -85.252
ttt_random_weapon	1798.8019 980.8326 35.2151	1.705 4.768 -92.986
ttt_random_weapon	1272.2820 -1948.4551 -93.6739	-2.147 -5.160 86.203
ttt_random_weapon	2254.3879 -1819.6167 25.7265	2.197 2.955 -92.729
ttt_random_weapon	-366.0836 -360.6246 -1628.9115	2.074 5.536 -92.694
ttt_random_weapon	-672.7239 -332.2735 -1628.9092	1.628 62.616 -93.455
ttt_random_weapon	670.7983 432.9936 -1564.2722	-1.533 -11.360 83.835
ttt_random_weapon	2112.3894 -1606.9348 153.6388	1.695 16.064 -95.336
ttt_random_weapon	1876.0527 -1892.5345 153.6114	1.799 5.657 -92.224
ttt_random_weapon	-2540.1548 -37.7256 3.1993	3.066 3.404 -92.455
ttt_random_weapon	-1074.3119 1941.2059 9.5805	31.057 1.196 88.497
ttt_random_weapon	421.3081 -298.4715 -1567.9143	1.543 2.841 -93.358
ttt_random_weapon	-1127.8569 1875.2491 32.3197	1.329 -6.164 -93.838
ttt_random_weapon	-1127.4370 1831.3932 32.3178	1.328 3.986 -93.849
item_ammo_smg1_ttt	2230.2422 -2113.1628 159.2194	-0.207 -5.556 -0.213
item_ammo_smg1_ttt	711.8126 -3362.0081 768.4246	0.357 -0.003 0.228
item_ammo_smg1_ttt	694.7016 -3362.0193 768.5031	-0.622 0.234 -0.002
item_ammo_smg1_ttt	-27.7531 -1327.2693 -1373.9738	-0.061 1.504 0.043
item_ammo_smg1_ttt	-3457.0371 259.8519 61.3962	-0.474 -8.215 -91.924
item_ammo_smg1_ttt	1835.1252 -1231.1680 34.3055	-0.192 -0.008 0.024
weapon_zm_shotgun	1768.4296 -1060.2786 63.4255	-0.641 8.647 89.482
weapon_zm_shotgun	2399.7695 238.0695 -214.5602	-0.818 -10.469 -86.704
weapon_zm_shotgun	-493.7199 -1690.9026 -1500.7906	-0.760 13.478 85.593
weapon_zm_shotgun	-1582.8212 2813.0569 130.3450	9.110 -3.417 -25.265
weapon_zm_shotgun	-998.5555 -496.0089 -1585.3264	-51.664 -1.650 87.069
weapon_zm_shotgun	1281.9740 3188.6958 294.5498	-0.433 9.771 84.266
weapon_zm_shotgun	960.8420 621.5047 -1570.7238	-0.681 9.558 85.295
weapon_ttt_m16	1567.2258 -1958.7964 21.3248	-8.445 -82.028 51.685
weapon_ttt_m16	-334.6742 2456.1821 1.2049	2.292 143.867 84.786
weapon_ttt_m16	1041.4730 -2891.7148 1.1906	1.985 5.266 85.584
weapon_ttt_m16	-1008.3879 -1056.0004 -1373.1938	2.040 -7.946 85.463
weapon_ttt_m16	1554.5798 -2070.5869 173.2305	2.196 -158.402 85.724
weapon_ttt_m16	-1774.0914 -2801.4902 134.5727	-37.723 -124.253 -90.260
weapon_ttt_m16	419.1719 101.5954 -1590.8151	-72.701 162.922 -94.581
weapon_ttt_m16	-994.5165 -456.2823 -1584.1937	-58.262 -6.853 41.127
weapon_zm_molotov	1160.2432 -2452.5669 4.6043	2.267 -0.120 -2.330
weapon_zm_molotov	1158.6851 -2458.4443 4.5550	3.615 -0.102 -3.728
weapon_zm_molotov	1296.1416 -1947.6644 -90.8668	3.623 -0.111 -3.713
weapon_zm_molotov	-520.2001 -1428.6674 -1369.8948	0.333 0.003 0.150
weapon_zm_molotov	-37.6432 -1330.0697 -1369.7299	1.657 -0.164 -1.396
weapon_zm_molotov	-1000.8484 -1041.6088 -1369.7415	-1.723 0.094 -1.008
weapon_zm_molotov	2332.0107 212.6687 -170.2284	2.475 4.504 0.328
weapon_zm_molotov	3109.5291 246.3515 772.5756	3.090 -0.128 -3.197
weapon_zm_molotov	1585.0071 -2080.4033 176.5587	0.207 -0.209 -0.040
weapon_zm_molotov	2531.3953 -1680.3053 4.6042	2.224 -0.126 -2.298
weapon_zm_molotov	1981.0448 792.8090 132.5049	0.331 0.003 0.069
weapon_zm_molotov	668.5809 450.3653 -1561.4032	-0.016 -11.764 -0.185
weapon_zm_molotov	522.2101 206.8327 -1524.6694	2.769 0.053 2.162
weapon_zm_molotov	-1233.9359 2044.3953 37.6803	-0.714 0.090 0.888
weapon_zm_molotov	-216.9505 -1897.8622 44.2039	0.330 0.002 0.074
weapon_zm_sledge	-785.0679 -1941.8710 -1498.5873	18.318 24.158 2.392
weapon_zm_sledge	223.3754 -1440.2543 -1403.0728	-46.065 156.308 -26.365
weapon_zm_sledge	-1505.0123 -864.4794 -1367.0471	19.304 71.377 -54.533
weapon_zm_sledge	2472.1282 -1758.0488 19.4810	18.218 0.679 2.972
weapon_zm_sledge	-733.8801 -2170.4612 38.1958	18.212 -71.802 3.864
weapon_zm_sledge	1159.3911 -2009.9320 5.8779	0.855 -34.586 -130.600
weapon_zm_sledge	2587.1150 2621.8083 4.6233	18.463 -0.003 -0.139
weapon_zm_sledge	1646.0867 1254.1272 -217.7792	18.402 -16.706 2.605
item_box_buckshot_ttt	1772.2239 -1051.4015 62.4352	-1.009 -0.003 0.812
item_box_buckshot_ttt	1759.4908 -1052.5314 62.4480	-0.767 -0.003 0.634
item_box_buckshot_ttt	2409.7764 265.0793 -215.0374	-0.328 -0.005 0.268
item_box_buckshot_ttt	2391.3743 276.9559 -215.1411	0.779 0.008 -0.545
item_box_buckshot_ttt	-506.0493 -1687.2826 -1501.5813	-0.732 21.301 0.169
item_box_buckshot_ttt	-498.2502 -1684.7113 -1497.6716	0.357 140.400 89.495
item_box_buckshot_ttt	-1580.0563 2804.4285 128.4835	0.095 -8.056 0.426
item_box_buckshot_ttt	-1591.2435 2807.1089 128.4739	0.016 -2.174 0.462
item_box_buckshot_ttt	-989.9467 -497.3088 -1545.2996	-0.141 5.147 0.083
item_box_buckshot_ttt	1261.1813 3193.1404 293.7498	0.122 1.099 0.139
item_box_buckshot_ttt	1262.2590 3180.2285 293.6993	0.561 0.009 0.477
item_box_buckshot_ttt	972.4728 608.0300 -1571.6161	0.076 -0.001 0.131
item_box_buckshot_ttt	952.0004 611.8317 -1570.6736	0.255 -0.684 13.163
ttt_random_ammo	1823.8033 985.8885 34.3692	0.089 0.000 0.043
ttt_random_ammo	1830.6393 985.0707 34.3615	0.066 0.000 0.011
ttt_random_ammo	1269.8813 -1934.4409 -95.0665	0.047 0.000 -0.019
ttt_random_ammo	1281.4376 -1936.4209 -95.0484	0.070 0.000 0.018
ttt_random_ammo	-648.7933 36.5356 -1548.7855	-0.051 -0.000 -0.013
ttt_random_ammo	-659.7820 40.0440 -1548.7771	-0.060 -0.000 0.002
ttt_random_ammo	-343.0877 -283.0709 -1629.5964	0.500 0.020 0.597
ttt_random_ammo	-684.0327 -293.5017 -1629.6654	-0.629 0.095 0.280
ttt_random_ammo	-669.6680 -295.3417 -1629.6394	-1.733 0.019 -1.356
ttt_random_ammo	1594.5828 -2473.9814 168.8491	0.456 1.222 -0.276
ttt_random_ammo	1584.8713 -2471.6187 168.7749	-0.910 -0.005 1.190
ttt_random_ammo	2404.7979 -2351.0669 163.6771	0.662 0.006 0.752
ttt_random_ammo	2371.8743 -1767.5052 152.6994	0.389 0.108 0.250
ttt_random_ammo	2365.3997 -1779.8472 152.7223	0.395 0.100 0.261
ttt_random_ammo	1848.8702 -1783.9966 152.7038	-0.372 0.109 -0.223
ttt_random_ammo	1842.7369 -1774.5425 152.6708	-0.380 0.103 -0.237
ttt_random_ammo	-2547.7144 -0.8689 2.5076	1.325 0.224 0.055
ttt_random_ammo	-2533.8193 -0.7432 2.2514	1.296 0.220 0.046
ttt_random_ammo	-1082.7042 1930.0012 0.4061	1.603 0.033 1.907
ttt_random_ammo	-1078.1624 1923.7211 0.4593	0.648 0.021 0.771
ttt_random_ammo	428.7160 -330.6514 -1568.7201	1.662 -0.039 -2.020
ttt_random_ammo	418.9799 -329.2083 -1568.7582	0.177 -0.001 -0.160
ttt_random_ammo	419.1287 -340.3689 -1568.8066	0.043 -0.000 0.027
ttt_random_ammo	-1111.9725 1804.2181 31.5626	0.009 -19.319 -0.002
ttt_random_ammo	-1122.6685 1805.9102 31.5447	0.176 -0.107 -0.232
ttt_random_ammo	-1312.3157 1735.7194 2.6858	-0.727 -53.296 -90.018
ttt_random_ammo	-1363.4214 1609.7770 0.3635	0.069 0.000 0.015
weapon_zm_mac10	2246.9863 -2102.2795 160.0018	0.151 -46.947 -88.405
weapon_zm_mac10	724.7820 -3358.0254 774.3162	14.922 -31.275 -100.336
weapon_zm_mac10	-25.0541 -1310.5510 -1373.1097	-0.092 -36.333 -88.588
weapon_zm_mac10	-3428.8328 275.3755 51.9819	0.378 1.358 88.267
weapon_zm_mac10	1850.6361 -1210.6816 35.0932	-1.336 -34.353 -88.076
item_ammo_357_ttt	2034.3685 -1177.8538 800.3604	0.456 0.058 0.044
item_ammo_357_ttt	2044.8240 -1175.2642 800.3637	0.457 0.058 0.043
item_ammo_357_ttt	3146.3806 -246.7132 768.3445	0.453 0.062 0.050
item_ammo_357_ttt	3145.6772 -285.2597 768.3425	0.453 0.062 0.051
item_ammo_357_ttt	3149.2136 104.2332 768.3814	0.460 0.056 0.036
item_ammo_357_ttt	3152.4807 140.2523 768.3879	0.462 0.056 0.033
item_ammo_357_ttt	-308.5318 115.4579 -1437.9669	0.462 0.051 0.015
item_ammo_357_ttt	-296.4681 106.3769 -1438.0106	0.446 0.053 0.032
item_ammo_357_ttt	1703.6075 -1786.4414 146.1614	-1.125 -0.260 0.120
item_ammo_357_ttt	1622.7806 -1787.1881 146.2343	0.436 -0.057 -0.042
item_ammo_357_ttt	-1549.9550 -1899.9895 0.4250	-0.414 90.062 0.000
item_ammo_357_ttt	-1561.4563 -1891.3628 0.4501	0.081 13.296 -0.000
item_ammo_357_ttt	-3086.1265 77.8799 42.5976	0.458 0.054 0.028
item_ammo_357_ttt	-3083.6880 118.1258 42.5737	0.452 0.056 0.037
item_ammo_357_ttt	1262.2131 807.3093 128.4545	1.526 -0.188 -0.783
item_ammo_357_ttt	2981.7166 -2852.5623 768.3637	0.457 0.058 0.043
item_ammo_357_ttt	2965.9946 -2861.9739 768.3518	0.454 0.060 0.047
item_ammo_357_ttt	765.9615 3326.2817 768.4558	0.865 1.564 -0.063
item_ammo_357_ttt	756.2903 3326.1421 768.4238	0.826 0.079 -0.901
item_ammo_revolver_ttt	1293.2970 -1925.3542 153.0565	0.433 -0.605 0.004
item_ammo_revolver_ttt	-453.1941 -1440.3259 -1373.9497	0.469 0.051 0.009
item_ammo_revolver_ttt	-460.2979 -1442.1576 -1373.9601	0.465 0.051 0.013
item_ammo_revolver_ttt	-785.0294 34.4063 -1567.2045	0.452 0.056 0.040
item_ammo_revolver_ttt	-787.4704 23.5601 -1567.2253	0.447 0.060 0.048
item_ammo_revolver_ttt	1746.5686 570.6796 -255.6194	0.002 -0.279 -0.049
item_ammo_revolver_ttt	1748.9436 554.7816 -255.5715	0.259 -0.137 -0.024
item_ammo_revolver_ttt	1239.5792 1359.6707 0.3927	0.462 0.054 0.031
item_ammo_revolver_ttt	1249.7831 1359.9091 0.3324	0.450 0.063 0.056
item_ammo_revolver_ttt	1451.0177 -1819.5562 31.2688	1.440 -13.958 -85.161
item_ammo_revolver_ttt	1900.2229 -2029.5455 40.9067	0.442 0.068 0.054
item_ammo_revolver_ttt	-1158.3373 2043.2181 33.5579	1.209 0.185 -0.293
item_ammo_revolver_ttt	-1148.6335 2035.0436 33.4696	1.280 0.185 -0.281
ttt_playerspawn	1618.0653 1070.7118 0.4259	0.005 0.000 -0.005
ttt_playerspawn	1279.4733 2489.4529 256.3745	0.020 -0.000 -0.020
ttt_playerspawn	-1087.2460 1145.0771 -18.9743	-1.173 -14.789 3.068
ttt_playerspawn	-1665.4238 -2751.8718 128.3866	-0.023 -0.000 0.023
ttt_playerspawn	-1664.0520 2745.1040 128.3957	0.015 -74.726 -0.085
weapon_zm_rifle	2008.5653 -1179.0195 809.2748	-61.062 93.376 -106.482
weapon_zm_rifle	2066.8611 -1184.8148 808.5205	-52.293 100.142 101.696
weapon_zm_rifle	-3087.7388 117.0520 75.5465	3.701 92.073 64.789
weapon_zm_rifle	3145.2722 -265.3082 769.3587	3.197 16.868 65.223
weapon_zm_rifle	3145.4304 121.0925 769.3669	3.266 8.789 65.355
weapon_zm_rifle	-345.0082 121.5392 -1437.0072	3.299 12.811 65.481
weapon_zm_rifle	1652.2939 -1784.0126 147.1902	3.306 11.749 64.819
weapon_zm_rifle	1727.0830 -1785.2561 147.1833	3.306 11.746 64.761
weapon_zm_rifle	-1527.4600 -1869.3523 8.6547	-54.253 -92.580 100.500
weapon_zm_rifle	1273.6335 809.5403 137.5852	-57.185 -143.712 -32.835
weapon_zm_rifle	2970.9448 -2885.1443 769.3558	3.312 14.862 65.017
weapon_zm_rifle	797.3378 3334.2383 769.3557	3.313 18.365 65.014
weapon_ttt_smokegrenade	1454.0830 -2520.9043 -93.3812	1.730 0.110 2.532
weapon_ttt_smokegrenade	1966.8083 984.6685 38.5334	2.398 -0.004 -2.275
weapon_ttt_smokegrenade	1621.9017 -567.9167 -251.4373	3.421 -0.131 -3.562
weapon_ttt_smokegrenade	-609.5857 -1186.5427 -1363.3721	0.410 -0.300 2.381
weapon_ttt_smokegrenade	-993.7368 -991.5258 -1369.8123	2.866 -0.125 -2.910
weapon_ttt_smokegrenade	2355.4382 248.6123 -213.7694	-69.854 66.155 -90.262
weapon_ttt_smokegrenade	3410.7747 -670.2242 772.6041	2.286 -0.124 -2.359
weapon_ttt_confgrenade	1777.2788 -2339.9060 -93.8512	-15.117 -12.748 101.393
weapon_ttt_confgrenade	2221.4104 -1394.2515 803.5236	1.499 0.153 -0.383
weapon_ttt_confgrenade	2219.4995 -1402.8372 802.1577	-49.764 70.204 92.046
weapon_ttt_confgrenade	727.9680 -3357.2976 769.9753	-12.790 -5.162 -95.948
weapon_ttt_confgrenade	-516.4153 -1439.9033 -1370.7538	0.123 0.940 -0.215
weapon_ttt_confgrenade	3103.2551 -4.0590 771.5853	0.759 0.133 -0.194
weapon_ttt_confgrenade	3094.0383 -12.9733 771.5396	1.309 0.139 -0.334
weapon_ttt_confgrenade	776.4503 -3361.4290 771.5255	1.477 0.153 -0.377
weapon_ttt_confgrenade	1269.9069 -1920.8473 154.6034	-12.876 22.598 -93.574
