# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_concrete_b3
# Exported by: Metapyziks
setting:	replacespawns 0
item_ammo_pistol_ttt	-2322.8550 1481.2052 552.4012	-0.085 -0.020 -0.026
item_ammo_pistol_ttt	-2306.9746 1485.3376 552.3936	-0.092 -0.020 -0.028
item_ammo_pistol_ttt	-1394.0159 641.5941 304.3967	-0.089 -0.020 -0.027
item_ammo_pistol_ttt	-1409.3835 642.3809 304.3887	-0.096 -0.020 -0.029
item_ammo_pistol_ttt	419.8501 734.6532 512.3358	-0.143 -0.019 -0.043
item_ammo_pistol_ttt	403.8185 734.3424 512.3853	-0.099 -0.019 -0.030
item_ammo_pistol_ttt	-1089.2192 2386.8242 399.6412	-0.133 -0.019 -0.039
item_ammo_pistol_ttt	-1086.5630 2430.5608 399.6435	-0.131 -0.019 -0.038
item_ammo_pistol_ttt	-1790.5114 284.4574 304.3836	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	-2297.1902 271.8156 624.3707	-0.112 -0.019 -0.034
item_ammo_pistol_ttt	-1730.7219 1430.3091 304.4012	-0.085 -0.020 -0.026
item_ammo_pistol_ttt	-1704.4166 1427.6132 304.3936	-0.092 -0.020 -0.028
weapon_zm_revolver	-1799.6790 904.1990 305.9025	2.454 -20.350 -83.514
weapon_zm_revolver	-1910.3123 1044.7856 513.9108	2.557 -20.521 -83.520
weapon_zm_revolver	-1440.7065 2755.1689 547.7495	2.672 -20.138 -84.020
weapon_zm_revolver	-964.7828 595.1461 65.8829	2.472 -20.316 -83.074
weapon_zm_revolver	-2079.9490 581.4039 65.9186	2.568 -19.664 -83.644
weapon_zm_revolver	-2376.9946 1385.8379 121.8957	2.460 -20.339 -83.362
weapon_zm_revolver	-1706.1841 2405.4373 157.2615	2.719 -19.658 -83.902
item_ammo_smg1_ttt	-2058.2314 747.0386 336.5345	0.147 -0.016 -0.128
item_ammo_smg1_ttt	-2079.1072 747.4005 336.3968	-0.135 0.005 0.079
item_ammo_smg1_ttt	-699.6918 2092.8953 -54.8447	2.760 0.254 16.813
item_ammo_smg1_ttt	-671.3071 2087.9229 -54.6389	-14.382 -2.209 5.191
item_ammo_smg1_ttt	-1405.5170 2762.5371 245.2626	0.064 -21.126 -0.005
item_ammo_smg1_ttt	-1418.0498 2748.9619 245.1786	0.538 76.253 -0.011
item_ammo_smg1_ttt	-150.4700 708.6324 -67.4938	0.534 -0.011 -0.419
item_ammo_smg1_ttt	-114.9943 704.8693 -67.5193	0.090 0.002 -0.175
item_ammo_smg1_ttt	-1885.5699 709.6806 64.5044	0.663 -0.010 -0.500
item_ammo_smg1_ttt	-1903.6652 690.9330 64.4286	-0.674 0.003 0.440
item_ammo_smg1_ttt	-696.7496 2546.8218 656.3968	-0.136 0.005 0.079
item_ammo_smg1_ttt	-712.3647 2551.6411 656.3942	-0.123 0.005 0.070
weapon_zm_shotgun	-579.7094 1344.2185 -69.9534	-0.383 -4.890 -91.853
weapon_zm_shotgun	-1374.4991 2646.4131 369.2677	-0.271 7.543 83.768
weapon_zm_shotgun	-1279.0035 1461.1125 129.0370	-0.814 -9.533 -88.033
weapon_zm_shotgun	-1236.2466 586.3907 65.2753	-0.358 8.303 84.174
weapon_zm_shotgun	428.6404 809.1868 45.2639	-0.228 8.358 83.566
weapon_zm_shotgun	140.0967 713.6110 305.2756	-0.362 8.303 84.191
weapon_zm_shotgun	144.3759 779.2534 514.3899	9.495 0.369 1.626
weapon_zm_shotgun	-2050.3845 825.7788 482.3983	9.475 0.300 1.202
weapon_ttt_m16	-746.0308 2016.6821 133.1592	2.037 -8.130 84.294
weapon_ttt_m16	-468.1768 692.8447 305.1772	2.233 -8.225 84.438
weapon_ttt_m16	-930.7296 1035.8059 65.1744	2.203 -8.225 84.416
weapon_ttt_m16	-629.2485 2562.1086 513.1297	1.993 -7.593 84.592
weapon_ttt_m16	-2323.5364 1464.1957 553.1754	2.214 -8.225 84.424
weapon_ttt_m16	-1409.1301 666.6188 305.1723	2.180 -8.225 84.399
weapon_ttt_m16	403.4184 708.7082 513.1909	2.398 -8.460 84.575
weapon_ttt_m16	-1094.9277 2407.3813 406.4903	-43.842 -8.503 -90.190
weapon_ttt_m16	-1729.5962 1408.9103 305.1737	2.196 -8.225 84.411
weapon_zm_molotov	-940.0941 1138.6266 68.4960	0.245 0.002 0.140
weapon_zm_molotov	-610.6509 613.2714 68.5652	3.305 -0.129 -3.409
weapon_zm_molotov	-1313.6216 515.8154 68.5349	1.410 0.011 -1.221
weapon_zm_molotov	-1749.2739 665.8771 68.5810	2.814 -0.128 -2.891
weapon_zm_molotov	-2336.8691 180.3802 340.5589	3.448 -0.129 -3.560
weapon_zm_molotov	-2055.7920 596.1884 340.5736	0.182 -0.214 -0.034
weapon_zm_molotov	-2382.2715 817.6895 340.5673	0.193 -0.214 -0.036
weapon_zm_molotov	-1912.0143 1117.5820 516.5560	3.563 -0.095 -3.699
weapon_zm_molotov	-1888.4977 2149.1848 148.6001	2.385 -0.129 -2.459
weapon_zm_molotov	-828.7894 809.6879 436.6370	3.605 -0.102 -3.712
weapon_zm_molotov	-825.6301 786.8215 436.6681	2.801 -0.132 -2.883
item_box_buckshot_ttt	-578.7056 1336.2228 -71.3765	-7.110 0.299 2.000
item_box_buckshot_ttt	-563.4262 1331.3754 -69.7438	-7.142 -0.559 2.261
item_box_buckshot_ttt	-1374.7378 2660.2861 368.3441	0.618 0.003 -0.491
item_box_buckshot_ttt	-1359.2941 2660.8096 368.3349	0.386 0.004 -0.301
item_box_buckshot_ttt	-1256.5488 1439.4764 128.3350	0.387 0.004 -0.302
item_box_buckshot_ttt	-1286.3336 1441.9696 128.3835	-0.620 -0.005 0.589
item_box_buckshot_ttt	-1216.5836 568.6215 64.3736	0.755 -0.022 -0.525
item_box_buckshot_ttt	-1227.8579 567.8020 64.3802	-0.034 0.002 0.112
item_box_buckshot_ttt	430.6436 819.5750 44.3743	0.751 -0.022 -0.518
item_box_buckshot_ttt	442.6986 821.0999 44.3804	-0.069 0.002 0.143
item_box_buckshot_ttt	146.6388 696.0367 304.3848	-0.998 -0.010 0.895
item_box_buckshot_ttt	170.2477 698.2877 304.4072	-0.830 -0.003 0.737
item_box_buckshot_ttt	157.9037 798.9767 512.3792	0.108 0.003 -0.000
item_box_buckshot_ttt	142.5823 797.7021 512.3984	-0.919 -0.010 0.813
item_box_buckshot_ttt	-2027.0962 815.0719 480.4342	-0.608 -0.006 0.541
item_box_buckshot_ttt	-2049.6558 814.7287 480.4547	-0.450 -0.006 0.399
weapon_zm_sledge	-1281.6912 1761.8649 128.4292	18.584 0.306 2.860
weapon_zm_sledge	-655.7515 2482.2791 228.4215	18.514 0.269 2.881
weapon_zm_sledge	-2093.7615 750.8424 628.4348	18.606 0.344 2.937
weapon_zm_sledge	-101.7753 706.6999 512.4216	18.488 0.402 2.968
weapon_zm_sledge	-130.0554 728.5344 64.4229	18.494 0.410 2.985
weapon_zm_sledge	-1142.0732 325.7590 435.7565	12.472 0.256 2.365
weapon_ttt_glock	185.9171 431.8936 304.4996	-1.084 26.673 92.196
weapon_ttt_glock	-616.8543 1685.8989 123.8604	-2.744 26.058 94.821
weapon_ttt_glock	-1742.4806 2596.5857 144.5042	-1.050 26.685 92.101
weapon_ttt_glock	-1905.3634 464.9944 512.5168	-0.924 26.407 91.938
weapon_ttt_glock	-346.1869 2545.6030 224.5036	-1.084 26.465 92.032
weapon_ttt_glock	-2293.0486 279.7789 624.5148	-0.972 26.705 91.888
ttt_random_ammo	-2086.2881 2144.3674 144.4569	-1.312 -0.032 1.595
ttt_random_ammo	-2091.2114 2153.8787 144.3384	-0.047 -0.000 -0.025
ttt_random_ammo	-2016.5585 1465.6449 368.3625	-0.066 -0.000 0.011
ttt_random_ammo	-1907.6453 1356.5343 368.3201	0.046 -0.000 0.034
ttt_random_ammo	-1909.1608 1039.4047 368.3930	0.703 0.007 0.802
ttt_random_ammo	-1928.8906 586.1905 336.3931	-0.345 0.002 -0.365
ttt_random_ammo	-1918.6851 571.9934 336.3634	0.068 -0.000 -0.016
ttt_random_ammo	-2236.9312 432.0899 336.3634	0.068 -0.000 -0.017
ttt_random_ammo	-2369.8818 434.1432 336.3328	0.045 -0.000 0.027
ttt_random_ammo	-2372.4023 1059.0205 336.3974	-0.446 -0.003 0.489
ttt_random_ammo	-2236.5000 1056.8075 336.3335	-0.045 -0.000 -0.027
ttt_random_ammo	-1888.7025 897.2526 624.3555	0.057 0.000 -0.003
ttt_random_ammo	-1890.7679 610.5349 624.3423	0.048 0.000 -0.021
ttt_random_ammo	-720.6449 548.1882 508.3777	0.152 -0.001 -0.123
ttt_random_ammo	-719.9905 873.2196 508.3446	0.049 0.000 -0.019
ttt_random_ammo	-2.3421 881.0923 512.3400	0.047 0.000 -0.023
ttt_random_ammo	303.7390 867.7365 512.4412	0.992 0.026 1.184
ttt_random_ammo	509.6499 871.9501 512.3615	0.064 -0.000 -0.011
ttt_random_ammo	49.5750 879.9124 512.3328	0.045 0.000 -0.027
ttt_random_ammo	262.5903 874.6035 512.4409	0.972 0.026 1.157
ttt_random_ammo	-236.5148 2292.9307 656.3201	0.047 0.000 -0.034
ttt_random_ammo	-251.6740 2284.4595 656.3947	1.072 0.014 1.251
ttt_random_ammo	-1488.5132 2297.2783 656.3575	0.059 -0.000 -0.001
ttt_random_ammo	-1551.5171 2290.2710 656.3595	0.063 -0.000 -0.006
ttt_random_ammo	-864.0834 2558.2925 512.3929	0.734 0.007 0.839
ttt_random_ammo	-349.1441 2562.2708 512.3779	0.151 0.001 0.123
ttt_random_ammo	-1195.3934 2315.6370 512.3691	0.091 -0.000 -0.045
ttt_random_ammo	-1206.2462 2333.4207 512.3400	0.048 -0.000 0.023
ttt_random_ammo	-1202.6688 2838.6914 512.3727	0.111 -0.000 -0.071
ttt_random_ammo	-1490.6211 2282.1875 512.4314	1.344 -0.033 -1.627
ttt_random_ammo	-1569.5646 2282.2012 512.3279	0.047 -0.000 0.031
ttt_random_ammo	-1569.2583 2273.2170 368.3304	0.047 0.000 -0.030
ttt_random_ammo	-1500.0785 2300.0181 370.7195	0.703 77.692 89.998
ttt_random_ammo	-1492.2998 2276.3674 224.3329	0.047 -0.000 0.028
ttt_random_ammo	-1569.8932 2276.1685 224.3908	0.541 -0.004 -0.604
ttt_random_ammo	-1523.5399 2345.5500 -63.6624	0.047 0.000 -0.025
ttt_random_ammo	-1511.3717 2352.5884 -63.6327	0.083 0.000 0.035
ttt_random_ammo	-1295.1415 2162.3770 -63.6309	0.091 -0.000 -0.045
ttt_random_ammo	-1003.6564 1212.3455 -61.9199	0.940 0.434 -4.125
ttt_random_ammo	-788.0615 1668.5831 122.7307	0.069 -0.490 4.954
ttt_random_ammo	-784.2610 1688.1633 123.9329	0.094 -0.642 5.527
ttt_random_ammo	-1844.2394 2779.8198 144.3201	0.047 0.000 -0.034
ttt_random_ammo	-2139.1438 2510.3936 144.3304	0.046 0.000 -0.029
ttt_random_ammo	-2125.8955 2520.7542 144.3533	0.054 0.000 -0.008
ttt_random_ammo	-1756.3314 2407.2202 184.4892	1.322 0.015 1.486
ttt_random_ammo	-1712.9143 2395.9504 177.4717	1.188 1.111 0.886
ttt_random_ammo	-1438.7389 2292.2449 152.4164	1.629 -0.036 -1.971
ttt_random_ammo	-1439.1327 2319.3040 152.3744	0.123 -0.000 -0.087
ttt_random_ammo	-1904.0570 1356.2406 512.3147	0.047 0.000 -0.036
ttt_random_ammo	-1909.1459 1198.6313 512.3854	0.269 0.001 0.270
ttt_random_ammo	-2043.3942 300.0524 510.3892	0.072 0.000 0.021
ttt_random_ammo	-2067.1677 314.1763 510.4116	0.331 0.002 0.347
ttt_random_ammo	-2289.7090 231.4038 510.3546	0.046 0.000 -0.030
ttt_random_ammo	-1205.4987 2297.6104 399.7227	1.569 -0.038 -1.912
ttt_random_ammo	-1175.1309 2291.3152 399.6685	0.098 0.000 0.055
ttt_random_ammo	-887.6468 278.1094 64.3605	-0.063 -0.000 0.006
ttt_random_ammo	-781.9762 497.7309 64.3950	1.226 0.018 1.438
ttt_random_ammo	16.3002 495.1999 64.3201	0.047 0.000 -0.034
ttt_random_ammo	-11.1534 1143.2622 64.3311	-0.046 -0.000 -0.029
ttt_random_ammo	-583.2523 1149.8364 64.3686	-0.084 -0.000 0.036
ttt_random_ammo	-520.4076 928.6318 64.3615	0.066 0.000 0.011
ttt_random_ammo	500.3836 1143.7599 64.3605	-0.063 -0.000 0.006
ttt_random_ammo	511.9716 933.9103 64.3253	0.046 0.000 -0.032
ttt_random_ammo	-2238.1064 336.7804 336.3626	-0.068 -0.000 0.013
ttt_random_ammo	-2398.6682 211.7071 336.3745	0.123 0.000 0.087
ttt_random_ammo	-1063.9958 1177.4897 320.3534	0.055 0.000 -0.007
ttt_random_ammo	-1065.1005 1159.0645 320.3762	0.135 0.000 0.102
ttt_random_ammo	783.9187 1476.9294 224.4389	1.142 0.029 1.376
ttt_random_ammo	804.1248 1466.5941 224.3353	0.046 0.000 -0.027
ttt_random_ammo	-232.4936 2278.7612 368.4314	1.414 0.033 1.718
ttt_random_ammo	-538.1571 2839.3589 512.3253	0.046 0.000 -0.032
ttt_random_ammo	-486.7034 2841.1477 512.3469	0.050 0.000 -0.017
ttt_random_ammo	-490.6884 2817.2988 656.3400	0.047 0.000 -0.023
weapon_zm_mac10	-2067.7104 768.0586 337.3152	0.634 -43.519 -87.559
weapon_zm_mac10	-695.5879 2066.0845 -60.6707	-8.748 47.286 76.588
weapon_zm_mac10	-1389.7288 2762.6392 246.1199	0.412 -41.476 -88.449
weapon_zm_mac10	-132.8537 732.4531 -66.7182	-0.097 -35.709 -88.677
weapon_zm_mac10	-1869.8274 703.3101 65.2433	-0.115 -34.461 -88.383
weapon_zm_mac10	-700.4260 2576.7505 657.2498	-0.334 -37.709 -88.553
item_ammo_357_ttt	-1922.8135 1444.2792 624.3729	0.459 0.057 0.039
item_ammo_357_ttt	-1943.5289 1441.5013 624.3518	0.454 0.060 0.047
item_ammo_357_ttt	-1332.9071 2185.2671 872.3386	0.452 0.065 0.053
item_ammo_357_ttt	-1307.6692 2186.1838 872.3425	0.453 0.062 0.051
item_ammo_357_ttt	-793.1589 832.8844 508.3425	0.452 0.061 0.051
item_ammo_357_ttt	-781.2073 831.6073 508.3604	0.456 0.058 0.044
item_ammo_357_ttt	-1762.9865 176.5651 604.3890	0.462 0.055 0.033
item_ammo_357_ttt	-1786.7620 180.4017 604.3758	0.459 0.056 0.038
item_ammo_357_ttt	-299.7443 2352.2781 656.3983	0.463 0.055 0.029
item_ammo_357_ttt	-317.6600 2357.2722 656.4271	1.054 -0.299 -1.016
item_ammo_revolver_ttt	-1814.3893 915.4125 304.3261	0.449 0.068 0.057
item_ammo_revolver_ttt	-1808.6030 888.9507 304.3903	0.462 0.055 0.032
item_ammo_revolver_ttt	-1895.6117 1031.8649 512.3536	0.455 0.062 0.046
item_ammo_revolver_ttt	-1889.1161 1052.7321 512.3685	0.458 0.059 0.040
item_ammo_revolver_ttt	-1432.1700 2742.5833 546.1345	0.438 0.064 0.051
item_ammo_revolver_ttt	-1421.6749 2766.5933 546.1577	0.445 0.055 0.043
item_ammo_revolver_ttt	-975.8530 609.3801 64.3939	0.463 0.055 0.030
item_ammo_revolver_ttt	-967.0983 581.3256 64.4163	0.467 0.054 0.022
item_ammo_revolver_ttt	-2077.8777 552.6835 64.3345	0.450 0.063 0.055
item_ammo_revolver_ttt	-2109.6641 570.9997 64.3772	0.459 0.055 0.038
item_ammo_revolver_ttt	-2368.1753 1364.5724 120.4025	0.464 0.055 0.027
item_ammo_revolver_ttt	-2382.5515 1374.3756 120.3669	0.457 0.058 0.041
item_ammo_revolver_ttt	-1718.5536 2416.9668 144.4703	0.477 0.654 0.001
item_ammo_revolver_ttt	-1700.8683 2416.4160 144.4733	1.358 -0.069 -0.585
weapon_zm_rifle	-1935.1204 1420.2661 625.3099	3.251 13.140 64.488
weapon_zm_rifle	-1336.3605 2199.0330 873.3690	3.286 13.184 65.233
weapon_zm_rifle	-793.0306 808.8762 512.2062	-4.928 4.883 121.988
weapon_zm_rifle	-1780.3477 197.7913 605.3434	3.300 12.018 64.942
weapon_zm_rifle	-321.9934 2368.5916 657.3455	3.271 13.164 64.938
weapon_ttt_smokegrenade	-1826.4978 2397.2302 148.6109	2.089 -0.124 -2.154
weapon_ttt_smokegrenade	-1461.3677 2596.3491 405.3882	2.873 -0.125 -2.930
weapon_ttt_smokegrenade	-1270.8527 2814.5203 516.5685	3.115 -0.136 -3.197
weapon_ttt_smokegrenade	-507.3619 2710.2366 516.5896	2.628 -0.128 -2.708
weapon_ttt_smokegrenade	151.7909 1558.8226 148.5256	0.634 0.009 -0.349
weapon_ttt_smokegrenade	57.8442 376.3860 308.5360	1.680 0.008 -1.521
weapon_ttt_smokegrenade	-990.3536 1090.3512 68.5354	2.901 -0.019 -2.871
weapon_ttt_smokegrenade	-1404.6769 651.4653 68.5360	1.667 0.008 -1.507
weapon_ttt_smokegrenade	-1917.8458 963.9218 516.5226	0.544 0.007 -0.263
weapon_ttt_smokegrenade	-2412.1833 1135.2793 340.6047	2.239 -0.127 -2.305
weapon_ttt_smokegrenade	-2025.8285 2518.4836 148.5526	3.605 -0.107 -3.716
weapon_ttt_smokegrenade	-1332.4636 2806.5620 228.5041	0.264 0.003 0.090
weapon_ttt_smokegrenade	-807.5342 814.9940 436.6345	3.652 -0.112 -3.757
weapon_ttt_smokegrenade	-803.1650 787.7626 436.5922	0.383 0.002 0.004
weapon_ttt_confgrenade	-1041.0607 541.5540 307.5157	1.593 0.146 -0.407
weapon_ttt_confgrenade	-1915.9774 545.8370 515.5352	1.806 0.229 -0.539
weapon_ttt_confgrenade	-2094.1675 1464.2814 371.5135	1.811 0.269 1.506
weapon_ttt_confgrenade	-1965.2458 2492.0747 147.6107	0.505 0.200 0.433
weapon_ttt_confgrenade	-280.8183 2589.0393 378.5886	-15.309 -28.945 90.512
weapon_ttt_confgrenade	-795.8452 2814.9626 370.1251	-51.701 -31.783 -91.847
weapon_ttt_confgrenade	282.9440 784.0684 323.4206	0.863 0.222 0.718
weapon_ttt_confgrenade	-285.5967 280.6038 67.5520	1.160 0.136 -0.296
weapon_ttt_confgrenade	480.6561 1080.5984 67.5157	1.593 0.146 -0.407
weapon_ttt_confgrenade	-1539.8683 2795.5879 659.5727	0.910 0.133 -0.233
weapon_ttt_confgrenade	-1527.2577 2820.3870 659.4915	1.881 0.174 -0.481
weapon_ttt_confgrenade	-2386.7185 1046.3324 627.5233	1.667 0.240 1.430
weapon_ttt_confgrenade	-2377.3789 1059.8719 627.5693	1.060 0.214 0.909
